--------------------------------------------
  Created log file: log_2024-1-31_1-30-3
--------------------------------------------

[1:30:3] LOG | Updated logfile.txt to './logs/log_2024-1-31_1-30-3.txt'
[1:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:4] LOG | Fetching sources...
[1:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:4] LOG | Retrieving playback url...
[1:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:4] LOG | Sucessfully retrieved playback url!
[1:30:5] LOG | Request for embed.js intercepted
[1:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:5] WARN | Same version detected!
[1:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:30:8] LOG | Continuing...
[1:30:15] LOG | Request for embed.js intercepted
[1:30:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:15] WARN | Same version detected!
[1:30:15] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:30:18] LOG | Continuing...
[1:30:21] LOG | Request for embed.js intercepted
[1:30:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:21] WARN | Same version detected!
[1:30:21] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:30:23] LOG | Continuing...
[1:30:26] LOG | Request for embed.js intercepted
[1:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:26] WARN | Same version detected!
[1:30:26] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:30:29] LOG | Continuing...
[1:30:31] WARN | Requests limit for 'embed' reached! (10)
[1:30:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:33] LOG | Fetching sources...
[1:30:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:33] LOG | Retrieving playback url...
[1:30:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:33] LOG | Sucessfully retrieved playback url!
[1:30:41] LOG | Request for embed.js intercepted
[1:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:41] WARN | Same version detected!
[1:30:41] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:30:44] LOG | Continuing...
[1:30:47] LOG | Request for embed.js intercepted
[1:30:47] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:47] WARN | Same version detected!
[1:30:47] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:30:49] LOG | Continuing...
[1:30:55] WARN | Requests limit for 'embed' reached! (10)
[1:30:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:56] LOG | Fetching sources...
[1:30:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:56] LOG | Retrieving playback url...
[1:30:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:30:56] LOG | Sucessfully retrieved playback url!
[1:31:11] LOG | Request for embed.js intercepted
[1:31:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:31:11] WARN | Same version detected!
[1:31:11] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:31:13] LOG | Continuing...
[1:31:18] WARN | Requests limit for 'embed' reached! (10)
[1:31:19] LOG | Request for embed.js intercepted
[1:31:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:31:19] WARN | Same version detected!
[1:31:19] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:31:21] LOG | Continuing...
[1:31:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:31:23] LOG | Fetching sources...
[1:31:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:31:24] LOG | Retrieving playback url...
[1:31:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_1-30-3.private.txt')
[1:31:24] LOG | Sucessfully retrieved playback url!
[1:31:28] ERROR | Requests limit for 'main' reached! (2000)
[1:31:28] WARN | Killing process...
