--------------------------------------------
  Created log file: log_2024-2-1_6-30-2
--------------------------------------------

[6:30:2] LOG | Updated logfile.txt to './logs/log_2024-2-1_6-30-2.txt'
[6:30:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:3] LOG | Fetching sources...
[6:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:4] LOG | Retrieving playback url...
[6:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:4] LOG | Sucessfully retrieved playback url!
[6:30:5] LOG | Request for embed.js intercepted
[6:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:5] WARN | Same version detected!
[6:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:30:7] LOG | Continuing...
[6:30:24] WARN | Requests limit for 'embed' reached! (10)
[6:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:25] LOG | Fetching sources...
[6:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:25] LOG | Retrieving playback url...
[6:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:26] LOG | Sucessfully retrieved playback url!
[6:30:30] LOG | Request for embed.js intercepted
[6:30:30] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:30] WARN | Same version detected!
[6:30:30] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:30:33] LOG | Continuing...
[6:30:40] LOG | Request for embed.js intercepted
[6:30:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:40] WARN | Same version detected!
[6:30:40] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:30:43] LOG | Continuing...
[6:30:48] WARN | Requests limit for 'embed' reached! (10)
[6:30:49] LOG | Request for embed.js intercepted
[6:30:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:49] WARN | Same version detected!
[6:30:49] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:30:51] LOG | Continuing...
[6:30:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:53] LOG | Fetching sources...
[6:30:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:53] LOG | Retrieving playback url...
[6:30:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:30:53] LOG | Sucessfully retrieved playback url!
[6:31:8] WARN | Requests limit for 'embed' reached! (10)
[6:31:8] LOG | Request for embed.js intercepted
[6:31:8] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:31:8] WARN | Same version detected!
[6:31:8] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:31:11] LOG | Continuing...
[6:31:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:31:12] LOG | Fetching sources...
[6:31:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:31:12] LOG | Retrieving playback url...
[6:31:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:31:12] LOG | Sucessfully retrieved playback url!
[6:31:15] LOG | Request for embed.js intercepted
[6:31:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:31:15] WARN | Same version detected!
[6:31:15] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:31:18] LOG | Continuing...
[6:31:20] LOG | Request for embed.js intercepted
[6:31:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_6-30-2.private.txt')
[6:31:20] WARN | Same version detected!
[6:31:20] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:31:23] LOG | Continuing...
[6:31:24] ERROR | Requests limit for 'main' reached! (2000)
[6:31:24] WARN | Killing process...
