--------------------------------------------
  Created log file: log_2024-2-21_10-20-3
--------------------------------------------

[10:20:3] LOG | Updated logfile.txt to './logs/log_2024-2-21_10-20-3.txt'
[10:20:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:4] LOG | Fetching sources...
[10:20:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:5] LOG | Retrieving playback url...
[10:20:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:5] LOG | Sucessfully retrieved playback url!
[10:20:5] LOG | Request for embed.js intercepted
[10:20:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:5] WARN | Same version detected!
[10:20:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:20:8] LOG | Continuing...
[10:20:20] LOG | Request for embed.js intercepted
[10:20:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:20] WARN | Same version detected!
[10:20:20] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:20:22] LOG | Continuing...
[10:20:23] WARN | Requests limit for 'embed' reached! (10)
[10:20:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:25] LOG | Fetching sources...
[10:20:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:25] LOG | Retrieving playback url...
[10:20:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:25] LOG | Sucessfully retrieved playback url!
[10:20:32] LOG | Request for embed.js intercepted
[10:20:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:32] WARN | Same version detected!
[10:20:32] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:20:35] LOG | Continuing...
[10:20:40] LOG | Request for embed.js intercepted
[10:20:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:40] WARN | Same version detected!
[10:20:40] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:20:43] LOG | Continuing...
[10:20:44] WARN | Requests limit for 'embed' reached! (10)
[10:20:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:46] LOG | Fetching sources...
[10:20:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:46] LOG | Retrieving playback url...
[10:20:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:46] LOG | Sucessfully retrieved playback url!
[10:20:54] LOG | Request for embed.js intercepted
[10:20:54] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:20:54] WARN | Same version detected!
[10:20:54] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:20:57] LOG | Continuing...
[10:21:2] WARN | Requests limit for 'embed' reached! (10)
[10:21:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:4] LOG | Fetching sources...
[10:21:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:4] LOG | Retrieving playback url...
[10:21:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:4] LOG | Sucessfully retrieved playback url!
[10:21:12] LOG | Request for embed.js intercepted
[10:21:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:12] WARN | Same version detected!
[10:21:12] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:21:15] LOG | Continuing...
[10:21:20] WARN | Requests limit for 'embed' reached! (10)
[10:21:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:22] LOG | Fetching sources...
[10:21:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:22] LOG | Retrieving playback url...
[10:21:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:22] LOG | Sucessfully retrieved playback url!
[10:21:36] WARN | Requests limit for 'embed' reached! (10)
[10:21:36] LOG | Request for embed.js intercepted
[10:21:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:36] WARN | Same version detected!
[10:21:36] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:21:39] LOG | Continuing...
[10:21:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:40] LOG | Fetching sources...
[10:21:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:40] LOG | Retrieving playback url...
[10:21:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:40] LOG | Sucessfully retrieved playback url!
[10:21:53] LOG | Request for embed.js intercepted
[10:21:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-20-3.private.txt')
[10:21:53] WARN | Same version detected!
[10:21:53] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:21:55] LOG | Continuing...
[10:21:56] WARN | Requests limit for 'embed' reached! (10)
