--------------------------------------------
  Created log file: log_2024-2-21_6-50-3
--------------------------------------------

[6:50:3] LOG | Updated logfile.txt to './logs/log_2024-2-21_6-50-3.txt'
[6:50:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:4] LOG | Fetching sources...
[6:50:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:5] LOG | Retrieving playback url...
[6:50:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:5] LOG | Sucessfully retrieved playback url!
[6:50:5] LOG | Request for embed.js intercepted
[6:50:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:5] WARN | Same version detected!
[6:50:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:50:8] LOG | Continuing...
[6:50:21] WARN | Requests limit for 'embed' reached! (10)
[6:50:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:22] LOG | Fetching sources...
[6:50:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:22] LOG | Retrieving playback url...
[6:50:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:22] LOG | Sucessfully retrieved playback url!
[6:50:23] LOG | Request for embed.js intercepted
[6:50:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:23] WARN | Same version detected!
[6:50:23] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:50:26] LOG | Continuing...
[6:50:31] LOG | Request for embed.js intercepted
[6:50:31] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:31] WARN | Same version detected!
[6:50:31] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:50:34] LOG | Continuing...
[6:50:39] LOG | Request for embed.js intercepted
[6:50:39] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:39] WARN | Same version detected!
[6:50:39] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:50:42] LOG | Continuing...
[6:50:43] WARN | Requests limit for 'embed' reached! (10)
[6:50:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:44] LOG | Fetching sources...
[6:50:45] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:45] LOG | Retrieving playback url...
[6:50:45] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:50:45] LOG | Sucessfully retrieved playback url!
[6:50:58] WARN | Requests limit for 'embed' reached! (10)
[6:51:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:0] LOG | Fetching sources...
[6:51:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:0] LOG | Retrieving playback url...
[6:51:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:0] LOG | Sucessfully retrieved playback url!
[6:51:14] WARN | Requests limit for 'embed' reached! (10)
[6:51:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:15] LOG | Fetching sources...
[6:51:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:15] LOG | Retrieving playback url...
[6:51:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:16] LOG | Sucessfully retrieved playback url!
[6:51:29] WARN | Requests limit for 'embed' reached! (10)
[6:51:31] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:31] LOG | Fetching sources...
[6:51:31] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:31] LOG | Retrieving playback url...
[6:51:31] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:31] LOG | Sucessfully retrieved playback url!
[6:51:43] LOG | Request for embed.js intercepted
[6:51:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:43] WARN | Same version detected!
[6:51:43] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:51:46] LOG | Continuing...
[6:51:47] WARN | Requests limit for 'embed' reached! (10)
[6:51:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:48] LOG | Fetching sources...
[6:51:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:49] LOG | Retrieving playback url...
[6:51:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:49] LOG | Sucessfully retrieved playback url!
[6:51:58] LOG | Request for embed.js intercepted
[6:51:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:51:58] WARN | Same version detected!
[6:51:58] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:52:0] LOG | Continuing...
[6:52:5] WARN | Requests limit for 'embed' reached! (10)
[6:52:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:52:6] LOG | Fetching sources...
[6:52:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_6-50-3.private.txt')
[6:52:6] LOG | Retrieving playback url...
