--------------------------------------------
  Created log file: log_2024-2-1_4-30-3
--------------------------------------------

[4:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-1_4-30-3.txt'
[4:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:4] LOG | Fetching sources...
[4:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:4] LOG | Retrieving playback url...
[4:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:4] LOG | Sucessfully retrieved playback url!
[4:30:5] LOG | Request for embed.js intercepted
[4:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:5] WARN | Same version detected!
[4:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[4:30:8] LOG | Continuing...
[4:30:9] LOG | Request for embed.js intercepted
[4:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:9] WARN | Same version detected!
[4:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[4:30:12] LOG | Continuing...
[4:30:18] LOG | Request for embed.js intercepted
[4:30:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:18] WARN | Same version detected!
[4:30:18] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[4:30:20] LOG | Continuing...
[4:30:27] WARN | Requests limit for 'embed' reached! (10)
[4:30:27] LOG | Request for embed.js intercepted
[4:30:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:27] WARN | Same version detected!
[4:30:27] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[4:30:29] LOG | Continuing...
[4:30:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:32] LOG | Fetching sources...
[4:30:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:32] LOG | Retrieving playback url...
[4:30:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:32] LOG | Sucessfully retrieved playback url!
[4:30:33] LOG | Request for embed.js intercepted
[4:30:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:33] WARN | Same version detected!
[4:30:33] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[4:30:35] LOG | Continuing...
[4:30:49] LOG | Request for embed.js intercepted
[4:30:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:49] WARN | Same version detected!
[4:30:49] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[4:30:51] LOG | Continuing...
[4:30:56] WARN | Requests limit for 'embed' reached! (10)
[4:30:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:58] LOG | Fetching sources...
[4:30:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:58] LOG | Retrieving playback url...
[4:30:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:30:58] LOG | Sucessfully retrieved playback url!
[4:31:3] LOG | Request for embed.js intercepted
[4:31:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:31:3] WARN | Same version detected!
[4:31:3] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[4:31:6] LOG | Continuing...
[4:31:13] LOG | Request for embed.js intercepted
[4:31:13] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:31:13] WARN | Same version detected!
[4:31:13] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[4:31:16] LOG | Continuing...
[4:31:22] WARN | Requests limit for 'embed' reached! (10)
[4:31:23] LOG | Request for embed.js intercepted
[4:31:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:31:23] WARN | Same version detected!
[4:31:23] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[4:31:25] LOG | Continuing...
[4:31:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:31:27] LOG | Fetching sources...
[4:31:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:31:28] LOG | Retrieving playback url...
[4:31:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:31:28] LOG | Sucessfully retrieved playback url!
[4:31:29] LOG | Request for embed.js intercepted
[4:31:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:31:29] WARN | Same version detected!
[4:31:29] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[4:31:31] LOG | Continuing...
[4:31:34] LOG | Request for embed.js intercepted
[4:31:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_4-30-3.private.txt')
[4:31:34] WARN | Same version detected!
[4:31:34] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[4:31:36] LOG | Continuing...
[4:31:39] ERROR | Requests limit for 'main' reached! (2000)
[4:31:39] WARN | Killing process...
