--------------------------------------------
  Created log file: log_2024-1-31_5-30-3
--------------------------------------------

[5:30:3] LOG | Updated logfile.txt to './logs/log_2024-1-31_5-30-3.txt'
[5:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:4] LOG | Fetching sources...
[5:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:4] LOG | Retrieving playback url...
[5:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:4] LOG | Sucessfully retrieved playback url!
[5:30:5] LOG | Request for embed.js intercepted
[5:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:5] WARN | Same version detected!
[5:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:30:8] LOG | Continuing...
[5:30:9] LOG | Request for embed.js intercepted
[5:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:9] WARN | Same version detected!
[5:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:30:12] LOG | Continuing...
[5:30:23] LOG | Request for embed.js intercepted
[5:30:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:23] WARN | Same version detected!
[5:30:23] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:30:26] LOG | Continuing...
[5:30:29] WARN | Requests limit for 'embed' reached! (10)
[5:30:30] LOG | Request for embed.js intercepted
[5:30:30] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:30] WARN | Same version detected!
[5:30:30] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:30:32] LOG | Continuing...
[5:30:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:35] LOG | Fetching sources...
[5:30:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:35] LOG | Retrieving playback url...
[5:30:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:35] LOG | Sucessfully retrieved playback url!
[5:30:36] LOG | Request for embed.js intercepted
[5:30:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:36] WARN | Same version detected!
[5:30:36] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:30:39] LOG | Continuing...
[5:30:41] LOG | Request for embed.js intercepted
[5:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:41] WARN | Same version detected!
[5:30:41] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:30:44] LOG | Continuing...
[5:30:48] LOG | Request for embed.js intercepted
[5:30:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:48] WARN | Same version detected!
[5:30:48] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:30:50] LOG | Continuing...
[5:30:56] LOG | Request for embed.js intercepted
[5:30:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:30:56] WARN | Same version detected!
[5:30:56] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:30:58] LOG | Continuing...
[5:31:4] LOG | Request for embed.js intercepted
[5:31:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:31:4] WARN | Same version detected!
[5:31:4] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:31:6] LOG | Continuing...
[5:31:10] WARN | Requests limit for 'embed' reached! (10)
[5:31:13] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:31:13] LOG | Fetching sources...
[5:31:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:31:14] LOG | Retrieving playback url...
[5:31:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:31:14] LOG | Sucessfully retrieved playback url!
[5:31:17] LOG | Request for embed.js intercepted
[5:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:31:17] WARN | Same version detected!
[5:31:17] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:31:19] LOG | Continuing...
[5:31:22] LOG | Request for embed.js intercepted
[5:31:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:31:22] WARN | Same version detected!
[5:31:22] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:31:24] LOG | Continuing...
[5:31:32] LOG | Request for embed.js intercepted
[5:31:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:31:32] WARN | Same version detected!
[5:31:32] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:31:34] LOG | Continuing...
[5:31:40] WARN | Requests limit for 'embed' reached! (10)
[5:31:41] LOG | Request for embed.js intercepted
[5:31:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:31:41] WARN | Same version detected!
[5:31:41] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:31:43] LOG | Continuing...
[5:31:45] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:31:45] LOG | Fetching sources...
[5:31:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:31:46] LOG | Retrieving playback url...
[5:31:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_5-30-3.private.txt')
[5:31:46] LOG | Sucessfully retrieved playback url!
[5:31:51] ERROR | Requests limit for 'main' reached! (2000)
[5:31:51] WARN | Killing process...
