--------------------------------------------
  Created log file: log_2024-2-23_2-30-3
--------------------------------------------

[2:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-23_2-30-3.txt'
[2:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:4] LOG | Fetching sources...
[2:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:4] LOG | Retrieving playback url...
[2:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:5] LOG | Sucessfully retrieved playback url!
[2:30:6] LOG | Request for embed.js intercepted
[2:30:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:6] WARN | Same version detected!
[2:30:6] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:30:8] LOG | Continuing...
[2:30:21] WARN | Requests limit for 'embed' reached! (10)
[2:30:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:23] LOG | Fetching sources...
[2:30:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:23] LOG | Retrieving playback url...
[2:30:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:23] LOG | Sucessfully retrieved playback url!
[2:30:26] LOG | Request for embed.js intercepted
[2:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:26] WARN | Same version detected!
[2:30:26] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:30:29] LOG | Continuing...
[2:30:39] WARN | Requests limit for 'embed' reached! (10)
[2:30:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:40] LOG | Fetching sources...
[2:30:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:40] LOG | Retrieving playback url...
[2:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:41] LOG | Sucessfully retrieved playback url!
[2:30:44] LOG | Request for embed.js intercepted
[2:30:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:44] WARN | Same version detected!
[2:30:44] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:30:47] LOG | Continuing...
[2:30:57] WARN | Requests limit for 'embed' reached! (10)
[2:30:57] LOG | Request for embed.js intercepted
[2:30:57] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:30:57] WARN | Same version detected!
[2:30:57] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:30:59] LOG | Continuing...
[2:31:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:1] LOG | Fetching sources...
[2:31:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:1] LOG | Retrieving playback url...
[2:31:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:1] LOG | Sucessfully retrieved playback url!
[2:31:5] LOG | Request for embed.js intercepted
[2:31:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:5] WARN | Same version detected!
[2:31:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:31:7] LOG | Continuing...
[2:31:17] WARN | Requests limit for 'embed' reached! (10)
[2:31:17] LOG | Request for embed.js intercepted
[2:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:17] WARN | Same version detected!
[2:31:17] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:31:19] LOG | Continuing...
[2:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:21] LOG | Fetching sources...
[2:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:21] LOG | Retrieving playback url...
[2:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:21] LOG | Sucessfully retrieved playback url!
[2:31:25] LOG | Request for embed.js intercepted
[2:31:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:25] WARN | Same version detected!
[2:31:25] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:31:27] LOG | Continuing...
[2:31:37] WARN | Requests limit for 'embed' reached! (10)
[2:31:39] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:39] LOG | Fetching sources...
[2:31:39] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:39] LOG | Retrieving playback url...
[2:31:39] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:39] LOG | Sucessfully retrieved playback url!
[2:31:40] LOG | Request for embed.js intercepted
[2:31:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:40] WARN | Same version detected!
[2:31:40] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:31:42] LOG | Continuing...
[2:31:52] LOG | Request for embed.js intercepted
[2:31:52] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:52] WARN | Same version detected!
[2:31:52] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:31:55] LOG | Continuing...
[2:31:57] WARN | Requests limit for 'embed' reached! (10)
[2:31:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:59] LOG | Fetching sources...
[2:31:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:59] LOG | Retrieving playback url...
[2:31:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:31:59] LOG | Sucessfully retrieved playback url!
[2:32:0] LOG | Request for embed.js intercepted
[2:32:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:32:0] WARN | Same version detected!
[2:32:0] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:32:2] LOG | Continuing...
[2:32:12] LOG | Request for embed.js intercepted
[2:32:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:32:12] WARN | Same version detected!
[2:32:12] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:32:15] LOG | Continuing...
[2:32:17] WARN | Requests limit for 'embed' reached! (10)
[2:32:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:32:19] LOG | Fetching sources...
[2:32:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:32:19] LOG | Retrieving playback url...
[2:32:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:32:19] LOG | Sucessfully retrieved playback url!
[2:32:20] LOG | Request for embed.js intercepted
[2:32:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:32:20] WARN | Same version detected!
[2:32:20] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:32:23] LOG | Continuing...
[2:32:35] WARN | Requests limit for 'embed' reached! (10)
[2:32:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:32:37] LOG | Fetching sources...
[2:32:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:32:37] LOG | Retrieving playback url...
[2:32:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:32:37] LOG | Sucessfully retrieved playback url!
[2:32:51] WARN | Requests limit for 'embed' reached! (10)
[2:32:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:32:53] LOG | Fetching sources...
[2:32:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-23_2-30-3.private.txt')
[2:32:53] LOG | Retrieving playback url...
