--------------------------------------------
  Created log file: log_2024-2-1_3-30-2
--------------------------------------------

[3:30:2] LOG | Updated logfile.txt to './logs/log_2024-2-1_3-30-2.txt'
[3:30:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:3] LOG | Fetching sources...
[3:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:4] LOG | Retrieving playback url...
[3:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:4] LOG | Sucessfully retrieved playback url!
[3:30:5] LOG | Request for embed.js intercepted
[3:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:5] WARN | Same version detected!
[3:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:30:7] LOG | Continuing...
[3:30:9] LOG | Request for embed.js intercepted
[3:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:9] WARN | Same version detected!
[3:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:30:11] LOG | Continuing...
[3:30:23] WARN | Requests limit for 'embed' reached! (10)
[3:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:26] LOG | Fetching sources...
[3:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:26] LOG | Retrieving playback url...
[3:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:26] LOG | Sucessfully retrieved playback url!
[3:30:43] WARN | Requests limit for 'embed' reached! (10)
[3:30:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:44] LOG | Fetching sources...
[3:30:45] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:45] LOG | Retrieving playback url...
[3:30:45] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:45] LOG | Sucessfully retrieved playback url!
[3:30:49] LOG | Request for embed.js intercepted
[3:30:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:49] WARN | Same version detected!
[3:30:49] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:30:51] LOG | Continuing...
[3:30:54] LOG | Request for embed.js intercepted
[3:30:54] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:30:54] WARN | Same version detected!
[3:30:54] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:30:56] LOG | Continuing...
[3:31:1] LOG | Request for embed.js intercepted
[3:31:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:31:1] WARN | Same version detected!
[3:31:1] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:31:3] LOG | Continuing...
[3:31:6] LOG | Request for embed.js intercepted
[3:31:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:31:6] WARN | Same version detected!
[3:31:6] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:31:9] LOG | Continuing...
[3:31:13] LOG | Request for embed.js intercepted
[3:31:13] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:31:13] WARN | Same version detected!
[3:31:13] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:31:15] LOG | Continuing...
[3:31:20] WARN | Requests limit for 'embed' reached! (10)
[3:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:31:21] LOG | Fetching sources...
[3:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:31:21] LOG | Retrieving playback url...
[3:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:31:21] LOG | Sucessfully retrieved playback url!
[3:31:22] LOG | Request for embed.js intercepted
[3:31:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_3-30-2.private.txt')
[3:31:22] WARN | Same version detected!
[3:31:22] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:31:25] LOG | Continuing...
[3:31:28] ERROR | Requests limit for 'main' reached! (2000)
[3:31:28] WARN | Killing process...
