--------------------------------------------
  Created log file: log_2024-2-14_6-0-3
--------------------------------------------

[6:0:3] LOG | Updated logfile.txt to './logs/log_2024-2-14_6-0-3.txt'
[6:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_6-0-3.private.txt')
[6:0:4] LOG | Fetching sources...
[6:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_6-0-3.private.txt')
[6:0:4] LOG | Retrieving playback url...
[6:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_6-0-3.private.txt')
[6:0:4] LOG | Sucessfully retrieved playback url!
[6:0:5] LOG | Request for embed.js intercepted
[6:0:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_6-0-3.private.txt')
[6:0:5] WARN | Same version detected!
[6:0:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:0:7] LOG | Continuing...
[6:0:11] LOG | Request for embed.js intercepted
[6:0:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_6-0-3.private.txt')
[6:0:11] ERROR | Could not retrieve keys, patchEmbedJs failed?
[6:0:11] ERROR | Could not retrieve keys, patchEmbedJs failed?
[6:0:11] ERROR | Could not retrieve keys, patchEmbedJs failed?
[6:0:11] LOG | Extracted keys sucessfully!
[6:0:11] LOG | Key 1: 'MfSFXTLrBhg8ZH4R' - Key 2: 'OnIJ04e5lqSsYqLP'
[6:0:11] LOG | Bumped version to '65cc56e9'
[6:0:11] WARN | Killing process...
