--------------------------------------------
  Created log file: log_2024-1-30_5-0-3
--------------------------------------------

[5:0:3] LOG | Updated logfile.txt to './logs/log_2024-1-30_5-0-3.txt'
[5:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_5-0-3.private.txt')
[5:0:4] LOG | Fetching sources...
[5:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_5-0-3.private.txt')
[5:0:4] LOG | Retrieving playback url...
[5:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_5-0-3.private.txt')
[5:0:4] LOG | Sucessfully retrieved playback url!
[5:0:5] LOG | Request for embed.js intercepted
[5:0:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_5-0-3.private.txt')
[5:0:5] ERROR | Could not retrieve keys, patchEmbedJs failed?
[5:0:5] LOG | Extracted keys sucessfully!
[5:0:5] LOG | Key 1: 'y2X8ULkarZUFdxc1' - Key 2: 'tXjnd7Jy1NZOK4Jt'
[5:0:5] LOG | Bumped version to '65b87449'
[5:0:5] WARN | Killing process...
