--------------------------------------------
  Created log file: log_2024-2-21_14-30-3
--------------------------------------------

[14:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-21_14-30-3.txt'
[14:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_14-30-3.private.txt')
[14:30:4] LOG | Fetching sources...
[14:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_14-30-3.private.txt')
[14:30:4] LOG | Retrieving playback url...
[14:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_14-30-3.private.txt')
[14:30:4] LOG | Sucessfully retrieved playback url!
[14:30:6] LOG | Request for embed.js intercepted
[14:30:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_14-30-3.private.txt')
[14:30:6] WARN | Same version detected!
[14:30:6] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[14:30:8] LOG | Continuing...
[14:30:21] WARN | Requests limit for 'embed' reached! (10)
[14:30:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_14-30-3.private.txt')
[14:30:23] LOG | Fetching sources...
[14:30:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_14-30-3.private.txt')
[14:30:23] LOG | Retrieving playback url...
[14:30:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_14-30-3.private.txt')
[14:30:23] LOG | Sucessfully retrieved playback url!
[14:30:33] LOG | Request for embed.js intercepted
[14:30:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_14-30-3.private.txt')
[14:30:33] WARN | Same version detected!
[14:30:33] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[14:30:36] LOG | Continuing...
[14:30:40] WARN | Requests limit for 'embed' reached! (10)
[14:30:42] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_14-30-3.private.txt')
[14:30:42] LOG | Fetching sources...
