--------------------------------------------
  Created log file: log_2024-2-13_3-30-3
--------------------------------------------

[3:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-13_3-30-3.txt'
[3:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_3-30-3.private.txt')
[3:30:4] LOG | Fetching sources...
[3:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_3-30-3.private.txt')
[3:30:4] LOG | Retrieving playback url...
[3:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_3-30-3.private.txt')
[3:30:4] LOG | Sucessfully retrieved playback url!
[3:30:5] LOG | Request for embed.js intercepted
[3:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_3-30-3.private.txt')
[3:30:5] ERROR | Could not retrieve keys, patchEmbedJs failed?
[3:30:5] LOG | Extracted keys sucessfully!
[3:30:5] LOG | Key 1: 'tbtwQJX6uvIo3kA0' - Key 2: 'Bhe1AQz5hLtFjouy'
[3:30:5] LOG | Bumped version to '65cadb3a'
[3:30:5] WARN | Killing process...
