--------------------------------------------
  Created log file: log_2024-2-4_21-30-3
--------------------------------------------

[21:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-4_21-30-3.txt'
[21:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-4_21-30-3.private.txt')
[21:30:4] LOG | Fetching sources...
[21:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-4_21-30-3.private.txt')
[21:30:4] LOG | Retrieving playback url...
[21:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-4_21-30-3.private.txt')
[21:30:4] LOG | Sucessfully retrieved playback url!
[21:30:5] LOG | Request for embed.js intercepted
[21:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-4_21-30-3.private.txt')
[21:30:5] ERROR | Could not retrieve keys, patchEmbedJs failed?
[21:30:5] LOG | Extracted keys sucessfully!
[21:30:5] LOG | Key 1: 'zgJ2fBWaj1uuZI9o' - Key 2: '4AC2okG0A1SRz41e'
[21:30:5] LOG | Bumped version to '65bffada'
[21:30:5] WARN | Killing process...
