--------------------------------------------
  Created log file: log_2024-2-14_19-30-3
--------------------------------------------

[19:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-14_19-30-3.txt'
[19:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_19-30-3.private.txt')
[19:30:4] LOG | Fetching sources...
[19:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_19-30-3.private.txt')
[19:30:4] LOG | Retrieving playback url...
[19:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_19-30-3.private.txt')
[19:30:4] LOG | Sucessfully retrieved playback url!
[19:30:5] LOG | Request for embed.js intercepted
[19:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_19-30-3.private.txt')
[19:30:5] ERROR | Could not retrieve keys, patchEmbedJs failed?
[19:30:5] LOG | Extracted keys sucessfully!
[19:30:5] LOG | Key 1: 'mxPyMRWiNkHUokik' - Key 2: 'sVWycWe9awaYmJg0'
[19:30:5] LOG | Bumped version to '65cd0dba'
[19:30:5] WARN | Killing process...
