--------------------------------------------
  Created log file: log_2024-2-2_2-30-3
--------------------------------------------

[2:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-2_2-30-3.txt'
[2:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:4] LOG | Fetching sources...
[2:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:4] LOG | Retrieving playback url...
[2:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:4] LOG | Sucessfully retrieved playback url!
[2:30:5] LOG | Request for embed.js intercepted
[2:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:5] WARN | Same version detected!
[2:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:30:8] LOG | Continuing...
[2:30:9] LOG | Request for embed.js intercepted
[2:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:9] WARN | Same version detected!
[2:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:30:12] LOG | Continuing...
[2:30:15] LOG | Request for embed.js intercepted
[2:30:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:15] WARN | Same version detected!
[2:30:15] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:30:17] LOG | Continuing...
[2:30:26] LOG | Request for embed.js intercepted
[2:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:26] WARN | Same version detected!
[2:30:26] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:30:28] LOG | Continuing...
[2:30:31] WARN | Requests limit for 'embed' reached! (10)
[2:30:31] LOG | Request for embed.js intercepted
[2:30:31] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:31] WARN | Same version detected!
[2:30:31] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:30:34] LOG | Continuing...
[2:30:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:36] LOG | Fetching sources...
[2:30:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:37] LOG | Retrieving playback url...
[2:30:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:37] LOG | Sucessfully retrieved playback url!
[2:30:43] LOG | Request for embed.js intercepted
[2:30:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:43] WARN | Same version detected!
[2:30:43] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:30:46] LOG | Continuing...
[2:30:57] WARN | Requests limit for 'embed' reached! (10)
[2:30:57] LOG | Request for embed.js intercepted
[2:30:57] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:30:57] WARN | Same version detected!
[2:30:57] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:30:59] LOG | Continuing...
[2:31:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:31:2] LOG | Fetching sources...
[2:31:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:31:2] LOG | Retrieving playback url...
[2:31:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:31:2] LOG | Sucessfully retrieved playback url!
[2:31:12] LOG | Request for embed.js intercepted
[2:31:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:31:12] WARN | Same version detected!
[2:31:12] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:31:14] LOG | Continuing...
[2:31:20] LOG | Request for embed.js intercepted
[2:31:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:31:20] WARN | Same version detected!
[2:31:20] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:31:22] LOG | Continuing...
[2:31:28] WARN | Requests limit for 'embed' reached! (10)
[2:31:28] LOG | Request for embed.js intercepted
[2:31:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:31:28] WARN | Same version detected!
[2:31:28] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[2:31:30] LOG | Continuing...
[2:31:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:31:33] LOG | Fetching sources...
[2:31:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:31:33] LOG | Retrieving playback url...
[2:31:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_2-30-3.private.txt')
[2:31:34] LOG | Sucessfully retrieved playback url!
[2:31:38] ERROR | Requests limit for 'main' reached! (2000)
[2:31:38] WARN | Killing process...
