--------------------------------------------
  Created log file: log_2024-2-2_15-30-3
--------------------------------------------

[15:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-2_15-30-3.txt'
[15:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:4] LOG | Fetching sources...
[15:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:4] LOG | Retrieving playback url...
[15:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:4] LOG | Sucessfully retrieved playback url!
[15:30:5] LOG | Request for embed.js intercepted
[15:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:5] WARN | Same version detected!
[15:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[15:30:8] LOG | Continuing...
[15:30:9] LOG | Request for embed.js intercepted
[15:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:9] WARN | Same version detected!
[15:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[15:30:12] LOG | Continuing...
[15:30:18] LOG | Request for embed.js intercepted
[15:30:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:18] WARN | Same version detected!
[15:30:18] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[15:30:20] LOG | Continuing...
[15:30:26] WARN | Requests limit for 'embed' reached! (10)
[15:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:29] LOG | Fetching sources...
[15:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:29] LOG | Retrieving playback url...
[15:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:29] LOG | Sucessfully retrieved playback url!
[15:30:42] LOG | Request for embed.js intercepted
[15:30:42] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:42] WARN | Same version detected!
[15:30:42] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[15:30:45] LOG | Continuing...
[15:30:46] WARN | Requests limit for 'embed' reached! (10)
[15:30:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:49] LOG | Fetching sources...
[15:30:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:49] LOG | Retrieving playback url...
[15:30:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:49] LOG | Sucessfully retrieved playback url!
[15:30:50] LOG | Request for embed.js intercepted
[15:30:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:30:50] WARN | Same version detected!
[15:30:50] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[15:30:53] LOG | Continuing...
[15:31:6] LOG | Request for embed.js intercepted
[15:31:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:31:6] WARN | Same version detected!
[15:31:6] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[15:31:8] LOG | Continuing...
[15:31:11] LOG | Request for embed.js intercepted
[15:31:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:31:11] WARN | Same version detected!
[15:31:11] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[15:31:14] LOG | Continuing...
[15:31:15] WARN | Requests limit for 'embed' reached! (10)
[15:31:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:31:18] LOG | Fetching sources...
[15:31:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:31:18] LOG | Retrieving playback url...
[15:31:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:31:18] LOG | Sucessfully retrieved playback url!
[15:31:21] LOG | Request for embed.js intercepted
[15:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_15-30-3.private.txt')
[15:31:21] WARN | Same version detected!
[15:31:21] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[15:31:23] LOG | Continuing...
[15:31:25] ERROR | Requests limit for 'main' reached! (2000)
[15:31:26] WARN | Killing process...
