--------------------------------------------
  Created log file: log_2024-1-31_23-30-3
--------------------------------------------

[23:30:3] LOG | Updated logfile.txt to './logs/log_2024-1-31_23-30-3.txt'
[23:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:4] LOG | Fetching sources...
[23:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:4] LOG | Retrieving playback url...
[23:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:4] LOG | Sucessfully retrieved playback url!
[23:30:5] LOG | Request for embed.js intercepted
[23:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:5] WARN | Same version detected!
[23:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[23:30:7] LOG | Continuing...
[23:30:9] LOG | Request for embed.js intercepted
[23:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:9] WARN | Same version detected!
[23:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[23:30:11] LOG | Continuing...
[23:30:18] LOG | Request for embed.js intercepted
[23:30:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:18] WARN | Same version detected!
[23:30:18] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[23:30:21] LOG | Continuing...
[23:30:27] WARN | Requests limit for 'embed' reached! (10)
[23:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:29] LOG | Fetching sources...
[23:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:29] LOG | Retrieving playback url...
[23:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:29] LOG | Sucessfully retrieved playback url!
[23:30:33] LOG | Request for embed.js intercepted
[23:30:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:33] WARN | Same version detected!
[23:30:33] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[23:30:35] LOG | Continuing...
[23:30:44] LOG | Request for embed.js intercepted
[23:30:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:44] WARN | Same version detected!
[23:30:44] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[23:30:47] LOG | Continuing...
[23:30:49] LOG | Request for embed.js intercepted
[23:30:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:49] WARN | Same version detected!
[23:30:49] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[23:30:51] LOG | Continuing...
[23:30:53] WARN | Requests limit for 'embed' reached! (10)
[23:30:54] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:54] LOG | Fetching sources...
[23:30:54] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:54] LOG | Retrieving playback url...
[23:30:54] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:30:54] LOG | Sucessfully retrieved playback url!
[23:31:0] LOG | Request for embed.js intercepted
[23:31:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:31:0] WARN | Same version detected!
[23:31:0] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[23:31:3] LOG | Continuing...
[23:31:5] LOG | Request for embed.js intercepted
[23:31:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:31:5] WARN | Same version detected!
[23:31:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[23:31:8] LOG | Continuing...
[23:31:15] LOG | Request for embed.js intercepted
[23:31:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:31:15] WARN | Same version detected!
[23:31:15] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[23:31:17] LOG | Continuing...
[23:31:18] WARN | Requests limit for 'embed' reached! (10)
[23:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:31:21] LOG | Fetching sources...
[23:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:31:21] LOG | Retrieving playback url...
[23:31:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:31:22] LOG | Sucessfully retrieved playback url!
[23:31:24] LOG | Request for embed.js intercepted
[23:31:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_23-30-3.private.txt')
[23:31:24] WARN | Same version detected!
[23:31:24] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[23:31:26] LOG | Continuing...
[23:31:28] ERROR | Requests limit for 'main' reached! (2000)
[23:31:28] WARN | Killing process...
