--------------------------------------------
  Created log file: log_2024-1-30_8-30-3
--------------------------------------------

[8:30:3] LOG | Updated logfile.txt to './logs/log_2024-1-30_8-30-3.txt'
[8:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:4] LOG | Fetching sources...
[8:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:4] LOG | Retrieving playback url...
[8:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:4] LOG | Sucessfully retrieved playback url!
[8:30:5] LOG | Request for embed.js intercepted
[8:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:5] WARN | Same version detected!
[8:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:8] LOG | Continuing...
[8:30:16] LOG | Request for embed.js intercepted
[8:30:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:16] WARN | Same version detected!
[8:30:16] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:18] LOG | Continuing...
[8:30:21] LOG | Request for embed.js intercepted
[8:30:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:21] WARN | Same version detected!
[8:30:21] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:23] LOG | Continuing...
[8:30:28] WARN | Requests limit for 'embed' reached! (10)
[8:30:28] LOG | Request for embed.js intercepted
[8:30:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:28] WARN | Same version detected!
[8:30:28] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:31] LOG | Continuing...
[8:30:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:33] LOG | Fetching sources...
[8:30:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:34] LOG | Retrieving playback url...
[8:30:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:34] LOG | Sucessfully retrieved playback url!
[8:30:45] LOG | Request for embed.js intercepted
[8:30:45] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:45] WARN | Same version detected!
[8:30:45] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:48] LOG | Continuing...
[8:30:54] WARN | Requests limit for 'embed' reached! (10)
[8:30:55] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:55] LOG | Fetching sources...
[8:30:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:56] LOG | Retrieving playback url...
[8:30:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:30:56] LOG | Sucessfully retrieved playback url!
[8:31:2] LOG | Request for embed.js intercepted
[8:31:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:31:2] WARN | Same version detected!
[8:31:2] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:31:4] LOG | Continuing...
[8:31:15] WARN | Requests limit for 'embed' reached! (10)
[8:31:16] LOG | Request for embed.js intercepted
[8:31:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:31:16] WARN | Same version detected!
[8:31:16] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:31:18] LOG | Continuing...
[8:31:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:31:20] LOG | Fetching sources...
[8:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:31:21] LOG | Retrieving playback url...
[8:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:31:21] LOG | Sucessfully retrieved playback url!
[8:31:24] LOG | Request for embed.js intercepted
[8:31:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_8-30-3.private.txt')
[8:31:24] WARN | Same version detected!
[8:31:24] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:31:26] LOG | Continuing...
[8:31:30] ERROR | Requests limit for 'main' reached! (2000)
[8:31:30] WARN | Killing process...
