--------------------------------------------
  Created log file: log_2024-2-11_12-0-2
--------------------------------------------

[12:0:2] LOG | Updated logfile.txt to './logs/log_2024-2-11_12-0-2.txt'
[12:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-0-2.private.txt')
[12:0:4] LOG | Fetching sources...
[12:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-0-2.private.txt')
[12:0:4] LOG | Retrieving playback url...
[12:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-0-2.private.txt')
[12:0:4] LOG | Sucessfully retrieved playback url!
[12:0:5] LOG | Request for embed.js intercepted
[12:0:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-0-2.private.txt')
[12:0:5] WARN | Same version detected!
[12:0:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:0:7] LOG | Continuing...
[12:0:9] LOG | Request for embed.js intercepted
[12:0:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-0-2.private.txt')
[12:0:9] WARN | Same version detected!
[12:0:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:0:11] LOG | Continuing...
[12:0:13] LOG | Request for embed.js intercepted
[12:0:13] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-0-2.private.txt')
[12:0:13] ERROR | Could not retrieve keys, patchEmbedJs failed?
[12:0:13] ERROR | Could not retrieve keys, patchEmbedJs failed?
[12:0:13] LOG | Extracted keys sucessfully!
[12:0:13] LOG | Key 1: 'STJsebNL1jz8az1P' - Key 2: 'OftR1Itct7cNI2we'
[12:0:13] LOG | Bumped version to '65c8b6ca'
[12:0:13] LOG | Extracted keys sucessfully!
[12:0:13] LOG | Key 1: 'STJsebNL1jz8az1P' - Key 2: 'OftR1Itct7cNI2we'
[12:0:13] WARN | Killing process...
