--------------------------------------------
  Created log file: log_2024-1-31_18-30-2
--------------------------------------------

[18:30:2] LOG | Updated logfile.txt to './logs/log_2024-1-31_18-30-2.txt'
[18:30:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:3] LOG | Fetching sources...
[18:30:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:3] LOG | Retrieving playback url...
[18:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:4] LOG | Sucessfully retrieved playback url!
[18:30:5] LOG | Request for embed.js intercepted
[18:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:5] WARN | Same version detected!
[18:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[18:30:7] LOG | Continuing...
[18:30:19] LOG | Request for embed.js intercepted
[18:30:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:19] WARN | Same version detected!
[18:30:19] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[18:30:22] LOG | Continuing...
[18:30:23] WARN | Requests limit for 'embed' reached! (10)
[18:30:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:24] LOG | Fetching sources...
[18:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:25] LOG | Retrieving playback url...
[18:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:25] LOG | Sucessfully retrieved playback url!
[18:30:26] LOG | Request for embed.js intercepted
[18:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:26] WARN | Same version detected!
[18:30:26] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[18:30:28] LOG | Continuing...
[18:30:40] LOG | Request for embed.js intercepted
[18:30:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:40] WARN | Same version detected!
[18:30:40] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[18:30:43] LOG | Continuing...
[18:30:47] WARN | Requests limit for 'embed' reached! (10)
[18:30:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:48] LOG | Fetching sources...
[18:30:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:48] LOG | Retrieving playback url...
[18:30:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:49] LOG | Sucessfully retrieved playback url!
[18:30:59] LOG | Request for embed.js intercepted
[18:30:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:30:59] WARN | Same version detected!
[18:30:59] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[18:31:1] LOG | Continuing...
[18:31:7] WARN | Requests limit for 'embed' reached! (10)
[18:31:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:31:9] LOG | Fetching sources...
[18:31:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:31:9] LOG | Retrieving playback url...
[18:31:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:31:9] LOG | Sucessfully retrieved playback url!
[18:31:12] LOG | Request for embed.js intercepted
[18:31:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_18-30-2.private.txt')
[18:31:12] WARN | Same version detected!
[18:31:12] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[18:31:15] LOG | Continuing...
[18:31:18] ERROR | Requests limit for 'main' reached! (2000)
[18:31:18] WARN | Killing process...
