--------------------------------------------
  Created log file: log_2024-2-18_3-30-3
--------------------------------------------

[3:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-18_3-30-3.txt'
[3:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:4] LOG | Fetching sources...
[3:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:5] LOG | Retrieving playback url...
[3:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:5] LOG | Sucessfully retrieved playback url!
[3:30:6] LOG | Request for embed.js intercepted
[3:30:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:6] WARN | Same version detected!
[3:30:6] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:30:8] LOG | Continuing...
[3:30:21] WARN | Requests limit for 'embed' reached! (10)
[3:30:21] LOG | Request for embed.js intercepted
[3:30:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:21] WARN | Same version detected!
[3:30:21] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:30:24] LOG | Continuing...
[3:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:25] LOG | Fetching sources...
[3:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:25] LOG | Retrieving playback url...
[3:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:25] LOG | Sucessfully retrieved playback url!
[3:30:39] WARN | Requests limit for 'embed' reached! (10)
[3:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:41] LOG | Fetching sources...
[3:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:41] LOG | Retrieving playback url...
[3:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:41] LOG | Sucessfully retrieved playback url!
[3:30:46] LOG | Request for embed.js intercepted
[3:30:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:46] WARN | Same version detected!
[3:30:46] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:30:49] LOG | Continuing...
[3:30:57] WARN | Requests limit for 'embed' reached! (10)
[3:30:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:58] LOG | Fetching sources...
[3:30:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:59] LOG | Retrieving playback url...
[3:30:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:30:59] LOG | Sucessfully retrieved playback url!
[3:31:0] LOG | Request for embed.js intercepted
[3:31:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:0] WARN | Same version detected!
[3:31:0] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:31:2] LOG | Continuing...
[3:31:15] WARN | Requests limit for 'embed' reached! (10)
[3:31:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:16] LOG | Fetching sources...
[3:31:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:16] LOG | Retrieving playback url...
[3:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:17] LOG | Sucessfully retrieved playback url!
[3:31:19] LOG | Request for embed.js intercepted
[3:31:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:19] WARN | Same version detected!
[3:31:19] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:31:21] LOG | Continuing...
[3:31:31] LOG | Request for embed.js intercepted
[3:31:31] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:31] WARN | Same version detected!
[3:31:31] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:31:34] LOG | Continuing...
[3:31:35] WARN | Requests limit for 'embed' reached! (10)
[3:31:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:37] LOG | Fetching sources...
[3:31:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:37] LOG | Retrieving playback url...
[3:31:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:37] LOG | Sucessfully retrieved playback url!
[3:31:50] WARN | Requests limit for 'embed' reached! (10)
[3:31:52] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:52] LOG | Fetching sources...
[3:31:52] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:52] LOG | Retrieving playback url...
[3:31:52] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:52] LOG | Sucessfully retrieved playback url!
[3:31:56] LOG | Request for embed.js intercepted
[3:31:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:31:56] WARN | Same version detected!
[3:31:56] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:31:58] LOG | Continuing...
[3:32:8] WARN | Requests limit for 'embed' reached! (10)
[3:32:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:32:10] LOG | Fetching sources...
[3:32:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:32:10] LOG | Retrieving playback url...
[3:32:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
[3:32:10] LOG | Sucessfully retrieved playback url!
[3:32:24] WARN | Requests limit for 'embed' reached! (10)
[3:32:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-18_3-30-3.private.txt')
