--------------------------------------------
  Created log file: log_2024-2-1_13-30-4
--------------------------------------------

[13:30:4] LOG | Updated logfile.txt to './logs/log_2024-2-1_13-30-4.txt'
[13:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:5] LOG | Fetching sources...
[13:30:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:6] LOG | Retrieving playback url...
[13:30:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:6] LOG | Sucessfully retrieved playback url!
[13:30:7] LOG | Request for embed.js intercepted
[13:30:7] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:7] WARN | Same version detected!
[13:30:7] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:30:9] LOG | Continuing...
[13:30:22] LOG | Request for embed.js intercepted
[13:30:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:22] WARN | Same version detected!
[13:30:22] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:30:24] LOG | Continuing...
[13:30:27] WARN | Requests limit for 'embed' reached! (10)
[13:30:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:28] LOG | Fetching sources...
[13:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:29] LOG | Retrieving playback url...
[13:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:29] LOG | Sucessfully retrieved playback url!
[13:30:46] WARN | Requests limit for 'embed' reached! (10)
[13:30:47] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:47] LOG | Fetching sources...
[13:30:47] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:47] LOG | Retrieving playback url...
[13:30:47] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:47] LOG | Sucessfully retrieved playback url!
[13:30:48] LOG | Request for embed.js intercepted
[13:30:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:48] WARN | Same version detected!
[13:30:48] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:30:51] LOG | Continuing...
[13:30:53] LOG | Request for embed.js intercepted
[13:30:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:30:53] WARN | Same version detected!
[13:30:53] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:30:56] LOG | Continuing...
[13:31:5] LOG | Request for embed.js intercepted
[13:31:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:31:5] WARN | Same version detected!
[13:31:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:31:8] LOG | Continuing...
[13:31:10] LOG | Request for embed.js intercepted
[13:31:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:31:10] WARN | Same version detected!
[13:31:10] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:31:13] LOG | Continuing...
[13:31:16] WARN | Requests limit for 'embed' reached! (10)
[13:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:31:17] LOG | Fetching sources...
[13:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:31:17] LOG | Retrieving playback url...
[13:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_13-30-4.private.txt')
[13:31:17] LOG | Sucessfully retrieved playback url!
[13:31:22] ERROR | Requests limit for 'main' reached! (2000)
[13:31:22] WARN | Killing process...
