--------------------------------------------
  Created log file: log_2024-2-22_0-40-3
--------------------------------------------

[0:40:3] LOG | Updated logfile.txt to './logs/log_2024-2-22_0-40-3.txt'
[0:40:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:4] LOG | Fetching sources...
[0:40:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:4] LOG | Retrieving playback url...
[0:40:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:4] LOG | Sucessfully retrieved playback url!
[0:40:5] LOG | Request for embed.js intercepted
[0:40:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:5] WARN | Same version detected!
[0:40:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:40:7] LOG | Continuing...
[0:40:20] WARN | Requests limit for 'embed' reached! (10)
[0:40:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:22] LOG | Fetching sources...
[0:40:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:22] LOG | Retrieving playback url...
[0:40:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:22] LOG | Sucessfully retrieved playback url!
[0:40:35] WARN | Requests limit for 'embed' reached! (10)
[0:40:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:37] LOG | Fetching sources...
[0:40:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:37] LOG | Retrieving playback url...
[0:40:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:37] LOG | Sucessfully retrieved playback url!
[0:40:50] WARN | Requests limit for 'embed' reached! (10)
[0:40:52] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:52] LOG | Fetching sources...
[0:40:52] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:52] LOG | Retrieving playback url...
[0:40:52] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:52] LOG | Sucessfully retrieved playback url!
[0:40:55] LOG | Request for embed.js intercepted
[0:40:55] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:40:55] WARN | Same version detected!
[0:40:55] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:40:57] LOG | Continuing...
[0:41:8] WARN | Requests limit for 'embed' reached! (10)
[0:41:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:10] LOG | Fetching sources...
[0:41:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:10] LOG | Retrieving playback url...
[0:41:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:10] LOG | Sucessfully retrieved playback url!
[0:41:15] LOG | Request for embed.js intercepted
[0:41:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:15] WARN | Same version detected!
[0:41:15] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:41:18] LOG | Continuing...
[0:41:26] WARN | Requests limit for 'embed' reached! (10)
[0:41:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:27] LOG | Fetching sources...
[0:41:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:28] LOG | Retrieving playback url...
[0:41:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:28] LOG | Sucessfully retrieved playback url!
[0:41:36] LOG | Request for embed.js intercepted
[0:41:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:36] WARN | Same version detected!
[0:41:36] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:41:38] LOG | Continuing...
[0:41:44] WARN | Requests limit for 'embed' reached! (10)
[0:41:44] LOG | Request for embed.js intercepted
[0:41:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:44] WARN | Same version detected!
[0:41:44] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:41:46] LOG | Continuing...
[0:41:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:48] LOG | Fetching sources...
[0:41:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:48] LOG | Retrieving playback url...
[0:41:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:41:48] LOG | Sucessfully retrieved playback url!
[0:42:1] WARN | Requests limit for 'embed' reached! (10)
[0:42:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:3] LOG | Fetching sources...
[0:42:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:3] LOG | Retrieving playback url...
[0:42:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:3] LOG | Sucessfully retrieved playback url!
[0:42:4] LOG | Request for embed.js intercepted
[0:42:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:4] WARN | Same version detected!
[0:42:4] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:42:7] LOG | Continuing...
[0:42:16] LOG | Request for embed.js intercepted
[0:42:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:16] WARN | Same version detected!
[0:42:16] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:42:19] LOG | Continuing...
[0:42:22] WARN | Requests limit for 'embed' reached! (10)
[0:42:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:23] LOG | Fetching sources...
[0:42:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:23] LOG | Retrieving playback url...
[0:42:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:23] LOG | Sucessfully retrieved playback url!
[0:42:24] LOG | Request for embed.js intercepted
[0:42:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:24] WARN | Same version detected!
[0:42:24] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:42:27] LOG | Continuing...
[0:42:37] LOG | Request for embed.js intercepted
[0:42:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:37] WARN | Same version detected!
[0:42:37] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:42:39] LOG | Continuing...
[0:42:42] WARN | Requests limit for 'embed' reached! (10)
[0:42:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:43] LOG | Fetching sources...
[0:42:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:43] LOG | Retrieving playback url...
[0:42:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:43] LOG | Sucessfully retrieved playback url!
[0:42:44] LOG | Request for embed.js intercepted
[0:42:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:44] WARN | Same version detected!
[0:42:44] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:42:47] LOG | Continuing...
[0:42:56] LOG | Request for embed.js intercepted
[0:42:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:42:56] WARN | Same version detected!
[0:42:56] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:42:59] LOG | Continuing...
[0:43:2] WARN | Requests limit for 'embed' reached! (10)
[0:43:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:43:3] LOG | Fetching sources...
[0:43:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:43:3] LOG | Retrieving playback url...
[0:43:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:43:3] LOG | Sucessfully retrieved playback url!
[0:43:4] LOG | Request for embed.js intercepted
[0:43:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:43:4] WARN | Same version detected!
[0:43:4] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:43:7] LOG | Continuing...
[0:43:17] LOG | Request for embed.js intercepted
[0:43:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_0-40-3.private.txt')
[0:43:17] WARN | Same version detected!
[0:43:17] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:43:19] LOG | Continuing...
[0:43:19] ERROR | Requests limit for 'main' reached! (2000)
[0:43:19] WARN | Killing process...
