--------------------------------------------
  Created log file: log_2024-2-21_10-10-3
--------------------------------------------

[10:10:3] LOG | Updated logfile.txt to './logs/log_2024-2-21_10-10-3.txt'
[10:10:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:4] LOG | Fetching sources...
[10:10:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:4] LOG | Retrieving playback url...
[10:10:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:5] LOG | Sucessfully retrieved playback url!
[10:10:6] LOG | Request for embed.js intercepted
[10:10:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:6] WARN | Same version detected!
[10:10:6] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:10:8] LOG | Continuing...
[10:10:20] LOG | Request for embed.js intercepted
[10:10:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:20] WARN | Same version detected!
[10:10:20] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:10:22] LOG | Continuing...
[10:10:23] WARN | Requests limit for 'embed' reached! (10)
[10:10:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:25] LOG | Fetching sources...
[10:10:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:25] LOG | Retrieving playback url...
[10:10:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:25] LOG | Sucessfully retrieved playback url!
[10:10:32] LOG | Request for embed.js intercepted
[10:10:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:32] WARN | Same version detected!
[10:10:32] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:10:35] LOG | Continuing...
[10:10:42] WARN | Requests limit for 'embed' reached! (10)
[10:10:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:43] LOG | Fetching sources...
[10:10:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:43] LOG | Retrieving playback url...
[10:10:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:44] LOG | Sucessfully retrieved playback url!
[10:10:57] WARN | Requests limit for 'embed' reached! (10)
[10:10:58] LOG | Request for embed.js intercepted
[10:10:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:10:58] WARN | Same version detected!
[10:10:58] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:11:0] LOG | Continuing...
[10:11:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
[10:11:1] LOG | Fetching sources...
[10:11:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_10-10-3.private.txt')
