--------------------------------------------
  Created log file: log_2024-2-22_21-40-3
--------------------------------------------

[21:40:3] LOG | Updated logfile.txt to './logs/log_2024-2-22_21-40-3.txt'
[21:40:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:4] LOG | Fetching sources...
[21:40:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:4] LOG | Retrieving playback url...
[21:40:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:5] LOG | Sucessfully retrieved playback url!
[21:40:6] LOG | Request for embed.js intercepted
[21:40:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:6] WARN | Same version detected!
[21:40:6] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:40:8] LOG | Continuing...
[21:40:22] WARN | Requests limit for 'embed' reached! (10)
[21:40:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:23] LOG | Fetching sources...
[21:40:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:24] LOG | Retrieving playback url...
[21:40:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:24] LOG | Sucessfully retrieved playback url!
[21:40:38] WARN | Requests limit for 'embed' reached! (10)
[21:40:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:40] LOG | Fetching sources...
[21:40:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:40] LOG | Retrieving playback url...
[21:40:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:40] LOG | Sucessfully retrieved playback url!
[21:40:54] WARN | Requests limit for 'embed' reached! (10)
[21:40:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:56] LOG | Fetching sources...
[21:40:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:56] LOG | Retrieving playback url...
[21:40:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:40:56] LOG | Sucessfully retrieved playback url!
[21:41:10] WARN | Requests limit for 'embed' reached! (10)
[21:41:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:41:12] LOG | Fetching sources...
[21:41:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:41:12] LOG | Retrieving playback url...
[21:41:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:41:12] LOG | Sucessfully retrieved playback url!
[21:41:26] WARN | Requests limit for 'embed' reached! (10)
[21:41:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:41:28] LOG | Fetching sources...
[21:41:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:41:28] LOG | Retrieving playback url...
[21:41:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:41:28] LOG | Sucessfully retrieved playback url!
[21:41:42] WARN | Requests limit for 'embed' reached! (10)
[21:41:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:41:44] LOG | Fetching sources...
[21:41:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:41:44] LOG | Retrieving playback url...
[21:41:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:41:44] LOG | Sucessfully retrieved playback url!
[21:41:58] WARN | Requests limit for 'embed' reached! (10)
[21:42:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:0] LOG | Fetching sources...
[21:42:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:0] LOG | Retrieving playback url...
[21:42:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:0] LOG | Sucessfully retrieved playback url!
[21:42:14] WARN | Requests limit for 'embed' reached! (10)
[21:42:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:16] LOG | Fetching sources...
[21:42:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:16] LOG | Retrieving playback url...
[21:42:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:16] LOG | Sucessfully retrieved playback url!
[21:42:30] WARN | Requests limit for 'embed' reached! (10)
[21:42:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:32] LOG | Fetching sources...
[21:42:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:32] LOG | Retrieving playback url...
[21:42:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:32] LOG | Sucessfully retrieved playback url!
[21:42:46] WARN | Requests limit for 'embed' reached! (10)
[21:42:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:48] LOG | Fetching sources...
[21:42:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:48] LOG | Retrieving playback url...
[21:42:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:42:48] LOG | Sucessfully retrieved playback url!
[21:43:3] WARN | Requests limit for 'embed' reached! (10)
[21:43:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:43:4] LOG | Fetching sources...
[21:43:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:43:4] LOG | Retrieving playback url...
[21:43:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_21-40-3.private.txt')
[21:43:4] LOG | Sucessfully retrieved playback url!
[21:43:4] ERROR | Requests limit for 'main' reached! (2000)
[21:43:4] WARN | Killing process...
