--------------------------------------------
  Created log file: log_2024-2-20_19-11-42
--------------------------------------------

[19:11:42] LOG | Updated logfile.txt to './logs/log_2024-2-20_19-11-42.txt'
[19:11:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_19-11-42.private.txt')
[19:11:43] LOG | Fetching sources...
[19:11:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_19-11-42.private.txt')
[19:11:43] LOG | Retrieving playback url...
[19:11:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_19-11-42.private.txt')
[19:11:43] LOG | Sucessfully retrieved playback url!
[19:11:44] LOG | Request for embed.js intercepted
[19:11:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_19-11-42.private.txt')
[19:11:44] ERROR | Could not retrieve keys, patchEmbedJs failed?
[19:11:44] ERROR | Could not retrieve keys, patchEmbedJs failed?
[19:11:44] LOG | Extracted keys sucessfully!
[19:11:44] LOG | Key 1: 'R2d9Us55qNDnsA3c' - Key 2: 'QNjBlG1N6O7dqmhQ'
[19:11:44] LOG | Bumped version to '65d4f6b9'
[19:11:44] WARN | Killing process...
