--------------------------------------------
  Created log file: log_2024-2-21_5-40-4
--------------------------------------------

[5:40:4] LOG | Updated logfile.txt to './logs/log_2024-2-21_5-40-4.txt'
[5:40:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-40-4.private.txt')
[5:40:5] LOG | Fetching sources...
[5:40:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-40-4.private.txt')
[5:40:5] LOG | Retrieving playback url...
[5:40:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-40-4.private.txt')
[5:40:5] LOG | Sucessfully retrieved playback url!
[5:40:6] LOG | Request for embed.js intercepted
[5:40:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-40-4.private.txt')
[5:40:6] WARN | Same version detected!
[5:40:6] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:40:9] LOG | Continuing...
[5:40:22] WARN | Requests limit for 'embed' reached! (10)
[5:40:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-40-4.private.txt')
[5:40:24] LOG | Fetching sources...
[5:40:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-40-4.private.txt')
[5:40:24] LOG | Retrieving playback url...
[5:40:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-40-4.private.txt')
[5:40:24] LOG | Sucessfully retrieved playback url!
[5:40:31] LOG | Request for embed.js intercepted
[5:40:31] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-40-4.private.txt')
[5:40:31] WARN | Same version detected!
[5:40:31] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:40:34] LOG | Continuing...
[5:40:38] LOG | Request for embed.js intercepted
[5:40:38] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-40-4.private.txt')
[5:40:38] WARN | Same version detected!
[5:40:38] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:40:41] LOG | Continuing...
[5:40:43] WARN | Requests limit for 'embed' reached! (10)
[5:40:45] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-40-4.private.txt')
[5:40:45] LOG | Fetching sources...
