--------------------------------------------
  Created log file: log_2024-2-2_19-30-3
--------------------------------------------

[19:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-2_19-30-3.txt'
[19:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:4] LOG | Fetching sources...
[19:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:4] LOG | Retrieving playback url...
[19:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:4] LOG | Sucessfully retrieved playback url!
[19:30:5] LOG | Request for embed.js intercepted
[19:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:5] WARN | Same version detected!
[19:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:30:8] LOG | Continuing...
[19:30:15] LOG | Request for embed.js intercepted
[19:30:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:15] WARN | Same version detected!
[19:30:15] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:30:18] LOG | Continuing...
[19:30:27] WARN | Requests limit for 'embed' reached! (10)
[19:30:27] LOG | Request for embed.js intercepted
[19:30:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:27] WARN | Same version detected!
[19:30:27] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:30:29] LOG | Continuing...
[19:30:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:32] LOG | Fetching sources...
[19:30:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:32] LOG | Retrieving playback url...
[19:30:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:32] LOG | Sucessfully retrieved playback url!
[19:30:44] LOG | Request for embed.js intercepted
[19:30:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:44] WARN | Same version detected!
[19:30:44] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:30:46] LOG | Continuing...
[19:30:49] LOG | Request for embed.js intercepted
[19:30:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:49] WARN | Same version detected!
[19:30:49] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:30:52] LOG | Continuing...
[19:30:55] WARN | Requests limit for 'embed' reached! (10)
[19:30:55] LOG | Request for embed.js intercepted
[19:30:55] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:55] WARN | Same version detected!
[19:30:55] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:30:57] LOG | Continuing...
[19:30:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:59] LOG | Fetching sources...
[19:30:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:59] LOG | Retrieving playback url...
[19:30:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:30:59] LOG | Sucessfully retrieved playback url!
[19:31:16] WARN | Requests limit for 'embed' reached! (10)
[19:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:31:17] LOG | Fetching sources...
[19:31:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:31:18] LOG | Retrieving playback url...
[19:31:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:31:18] LOG | Sucessfully retrieved playback url!
[19:31:18] LOG | Request for embed.js intercepted
[19:31:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_19-30-3.private.txt')
[19:31:18] WARN | Same version detected!
[19:31:18] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:31:21] LOG | Continuing...
[19:31:25] ERROR | Requests limit for 'main' reached! (2000)
[19:31:25] WARN | Killing process...
