--------------------------------------------
  Created log file: log_2024-2-13_6-30-2
--------------------------------------------

[6:30:2] LOG | Updated logfile.txt to './logs/log_2024-2-13_6-30-2.txt'
[6:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:4] LOG | Fetching sources...
[6:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:4] LOG | Retrieving playback url...
[6:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:4] LOG | Sucessfully retrieved playback url!
[6:30:5] LOG | Request for embed.js intercepted
[6:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:5] WARN | Same version detected!
[6:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:30:8] LOG | Continuing...
[6:30:9] LOG | Request for embed.js intercepted
[6:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:9] WARN | Same version detected!
[6:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:30:12] LOG | Continuing...
[6:30:23] WARN | Requests limit for 'embed' reached! (10)
[6:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:25] LOG | Fetching sources...
[6:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:25] LOG | Retrieving playback url...
[6:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:25] LOG | Sucessfully retrieved playback url!
[6:30:39] WARN | Requests limit for 'embed' reached! (10)
[6:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:41] LOG | Fetching sources...
[6:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:41] LOG | Retrieving playback url...
[6:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:41] LOG | Sucessfully retrieved playback url!
[6:30:51] LOG | Request for embed.js intercepted
[6:30:51] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:51] WARN | Same version detected!
[6:30:51] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:30:53] LOG | Continuing...
[6:30:57] WARN | Requests limit for 'embed' reached! (10)
[6:30:58] LOG | Request for embed.js intercepted
[6:30:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:30:58] WARN | Same version detected!
[6:30:58] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:31:0] LOG | Continuing...
[6:31:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:1] LOG | Fetching sources...
[6:31:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:2] LOG | Retrieving playback url...
[6:31:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:2] LOG | Sucessfully retrieved playback url!
[6:31:10] LOG | Request for embed.js intercepted
[6:31:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:10] WARN | Same version detected!
[6:31:10] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:31:12] LOG | Continuing...
[6:31:18] WARN | Requests limit for 'embed' reached! (10)
[6:31:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:20] LOG | Fetching sources...
[6:31:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:20] LOG | Retrieving playback url...
[6:31:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:20] LOG | Sucessfully retrieved playback url!
[6:31:27] LOG | Request for embed.js intercepted
[6:31:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:27] WARN | Same version detected!
[6:31:27] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:31:29] LOG | Continuing...
[6:31:34] LOG | Request for embed.js intercepted
[6:31:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:34] WARN | Same version detected!
[6:31:34] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:31:36] LOG | Continuing...
[6:31:39] WARN | Requests limit for 'embed' reached! (10)
[6:31:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:40] LOG | Fetching sources...
[6:31:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:41] LOG | Retrieving playback url...
[6:31:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:41] LOG | Sucessfully retrieved playback url!
[6:31:47] LOG | Request for embed.js intercepted
[6:31:47] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:47] WARN | Same version detected!
[6:31:47] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:31:50] LOG | Continuing...
[6:31:57] WARN | Requests limit for 'embed' reached! (10)
[6:31:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:58] LOG | Fetching sources...
[6:31:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:59] LOG | Retrieving playback url...
[6:31:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:59] LOG | Sucessfully retrieved playback url!
[6:31:59] LOG | Request for embed.js intercepted
[6:31:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:31:59] WARN | Same version detected!
[6:31:59] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:32:2] LOG | Continuing...
[6:32:11] LOG | Request for embed.js intercepted
[6:32:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:11] WARN | Same version detected!
[6:32:11] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:32:13] LOG | Continuing...
[6:32:17] WARN | Requests limit for 'embed' reached! (10)
[6:32:17] LOG | Request for embed.js intercepted
[6:32:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:17] WARN | Same version detected!
[6:32:17] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:32:20] LOG | Continuing...
[6:32:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:21] LOG | Fetching sources...
[6:32:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:22] LOG | Retrieving playback url...
[6:32:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:22] LOG | Sucessfully retrieved playback url!
[6:32:30] LOG | Request for embed.js intercepted
[6:32:30] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:30] WARN | Same version detected!
[6:32:30] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:32:32] LOG | Continuing...
[6:32:38] WARN | Requests limit for 'embed' reached! (10)
[6:32:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:40] LOG | Fetching sources...
[6:32:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:40] LOG | Retrieving playback url...
[6:32:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:40] LOG | Sucessfully retrieved playback url!
[6:32:54] WARN | Requests limit for 'embed' reached! (10)
[6:32:55] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:55] LOG | Fetching sources...
[6:32:55] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:55] LOG | Retrieving playback url...
[6:32:55] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:32:55] LOG | Sucessfully retrieved playback url!
[6:33:9] WARN | Requests limit for 'embed' reached! (10)
[6:33:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:33:11] LOG | Fetching sources...
[6:33:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:33:11] LOG | Retrieving playback url...
[6:33:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:33:11] LOG | Sucessfully retrieved playback url!
[6:33:19] LOG | Request for embed.js intercepted
[6:33:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:33:19] WARN | Same version detected!
[6:33:19] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:33:22] LOG | Continuing...
[6:33:26] LOG | Request for embed.js intercepted
[6:33:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:33:26] WARN | Same version detected!
[6:33:26] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[6:33:29] LOG | Continuing...
[6:33:30] WARN | Requests limit for 'embed' reached! (10)
[6:33:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:33:32] LOG | Fetching sources...
[6:33:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:33:32] LOG | Retrieving playback url...
[6:33:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_6-30-2.private.txt')
[6:33:32] LOG | Sucessfully retrieved playback url!
[6:33:46] WARN | Requests limit for 'embed' reached! (10)
