--------------------------------------------
  Created log file: log_2024-2-22_20-10-3
--------------------------------------------

[20:10:3] LOG | Updated logfile.txt to './logs/log_2024-2-22_20-10-3.txt'
[20:10:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_20-10-3.private.txt')
[20:10:4] LOG | Fetching sources...
[20:10:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_20-10-3.private.txt')
[20:10:4] LOG | Retrieving playback url...
[20:10:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_20-10-3.private.txt')
[20:10:4] LOG | Sucessfully retrieved playback url!
[20:10:5] LOG | Request for embed.js intercepted
[20:10:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_20-10-3.private.txt')
[20:10:5] ERROR | Could not retrieve keys, patchEmbedJs failed?
[20:10:5] LOG | Extracted keys sucessfully!
[20:10:5] LOG | Key 1: 'd1F8BXysv13EvtsZ' - Key 2: 'eU95y9mxJZbQwn6e'
[20:10:5] LOG | Bumped version to '65d7a7ca'
[20:10:5] WARN | Killing process...
