--------------------------------------------
  Created log file: log_2024-2-11_12-30-4
--------------------------------------------

[12:30:4] LOG | Updated logfile.txt to './logs/log_2024-2-11_12-30-4.txt'
[12:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:5] LOG | Fetching sources...
[12:30:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:6] LOG | Retrieving playback url...
[12:30:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:6] LOG | Sucessfully retrieved playback url!
[12:30:7] LOG | Request for embed.js intercepted
[12:30:7] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:7] WARN | Same version detected!
[12:30:7] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:30:9] LOG | Continuing...
[12:30:11] LOG | Request for embed.js intercepted
[12:30:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:11] WARN | Same version detected!
[12:30:11] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:30:13] LOG | Continuing...
[12:30:24] LOG | Request for embed.js intercepted
[12:30:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:24] WARN | Same version detected!
[12:30:24] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:30:26] LOG | Continuing...
[12:30:27] WARN | Requests limit for 'embed' reached! (10)
[12:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:29] LOG | Fetching sources...
[12:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:29] LOG | Retrieving playback url...
[12:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:29] LOG | Sucessfully retrieved playback url!
[12:30:36] LOG | Request for embed.js intercepted
[12:30:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:36] WARN | Same version detected!
[12:30:36] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:30:39] LOG | Continuing...
[12:30:44] LOG | Request for embed.js intercepted
[12:30:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:44] WARN | Same version detected!
[12:30:44] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:30:47] LOG | Continuing...
[12:30:48] WARN | Requests limit for 'embed' reached! (10)
[12:30:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:50] LOG | Fetching sources...
[12:30:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:50] LOG | Retrieving playback url...
[12:30:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:30:50] LOG | Sucessfully retrieved playback url!
[12:31:4] WARN | Requests limit for 'embed' reached! (10)
[12:31:4] LOG | Request for embed.js intercepted
[12:31:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:4] WARN | Same version detected!
[12:31:4] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:31:7] LOG | Continuing...
[12:31:8] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:8] LOG | Fetching sources...
[12:31:8] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:8] LOG | Retrieving playback url...
[12:31:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:9] LOG | Sucessfully retrieved playback url!
[12:31:18] LOG | Request for embed.js intercepted
[12:31:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:18] WARN | Same version detected!
[12:31:18] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:31:21] LOG | Continuing...
[12:31:25] WARN | Requests limit for 'embed' reached! (10)
[12:31:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:27] LOG | Fetching sources...
[12:31:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:27] LOG | Retrieving playback url...
[12:31:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:27] LOG | Sucessfully retrieved playback url!
[12:31:28] LOG | Request for embed.js intercepted
[12:31:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:28] WARN | Same version detected!
[12:31:28] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:31:30] LOG | Continuing...
[12:31:35] LOG | Request for embed.js intercepted
[12:31:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:35] WARN | Same version detected!
[12:31:35] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:31:37] LOG | Continuing...
[12:31:41] LOG | Request for embed.js intercepted
[12:31:42] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:42] WARN | Same version detected!
[12:31:42] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:31:44] LOG | Continuing...
[12:31:48] WARN | Requests limit for 'embed' reached! (10)
[12:31:48] LOG | Request for embed.js intercepted
[12:31:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:48] WARN | Same version detected!
[12:31:48] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:31:51] LOG | Continuing...
[12:31:52] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:52] LOG | Fetching sources...
[12:31:52] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:52] LOG | Retrieving playback url...
[12:31:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:31:53] LOG | Sucessfully retrieved playback url!
[12:32:2] LOG | Request for embed.js intercepted
[12:32:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:32:2] WARN | Same version detected!
[12:32:2] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[12:32:5] LOG | Continuing...
[12:32:9] WARN | Requests limit for 'embed' reached! (10)
[12:32:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:32:11] LOG | Fetching sources...
[12:32:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:32:11] LOG | Retrieving playback url...
[12:32:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-11_12-30-4.private.txt')
[12:32:11] LOG | Sucessfully retrieved playback url!
