--------------------------------------------
  Created log file: log_2024-2-21_5-20-3
--------------------------------------------

[5:20:3] LOG | Updated logfile.txt to './logs/log_2024-2-21_5-20-3.txt'
[5:20:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:4] LOG | Fetching sources...
[5:20:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:4] LOG | Retrieving playback url...
[5:20:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:4] LOG | Sucessfully retrieved playback url!
[5:20:5] LOG | Request for embed.js intercepted
[5:20:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:5] WARN | Same version detected!
[5:20:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:20:8] LOG | Continuing...
[5:20:21] WARN | Requests limit for 'embed' reached! (10)
[5:20:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:23] LOG | Fetching sources...
[5:20:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:23] LOG | Retrieving playback url...
[5:20:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:23] LOG | Sucessfully retrieved playback url!
[5:20:30] LOG | Request for embed.js intercepted
[5:20:30] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:30] WARN | Same version detected!
[5:20:30] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:20:32] LOG | Continuing...
[5:20:36] LOG | Request for embed.js intercepted
[5:20:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:36] WARN | Same version detected!
[5:20:36] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[5:20:39] LOG | Continuing...
[5:20:42] WARN | Requests limit for 'embed' reached! (10)
[5:20:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:43] LOG | Fetching sources...
[5:20:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:43] LOG | Retrieving playback url...
[5:20:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_5-20-3.private.txt')
[5:20:44] LOG | Sucessfully retrieved playback url!
[5:20:55] LOG | Request for embed.js intercepted
