--------------------------------------------
  Created log file: log_2024-1-31_0-30-2
--------------------------------------------

[0:30:2] LOG | Updated logfile.txt to './logs/log_2024-1-31_0-30-2.txt'
[0:30:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:3] LOG | Fetching sources...
[0:30:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:3] LOG | Retrieving playback url...
[0:30:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:3] LOG | Sucessfully retrieved playback url!
[0:30:4] LOG | Request for embed.js intercepted
[0:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:4] WARN | Same version detected!
[0:30:4] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:30:7] LOG | Continuing...
[0:30:8] LOG | Request for embed.js intercepted
[0:30:8] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:8] WARN | Same version detected!
[0:30:8] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:30:11] LOG | Continuing...
[0:30:19] LOG | Request for embed.js intercepted
[0:30:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:19] WARN | Same version detected!
[0:30:19] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:30:21] LOG | Continuing...
[0:30:23] LOG | Request for embed.js intercepted
[0:30:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:23] WARN | Same version detected!
[0:30:23] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:30:26] LOG | Continuing...
[0:30:31] WARN | Requests limit for 'embed' reached! (10)
[0:30:31] LOG | Request for embed.js intercepted
[0:30:31] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:31] WARN | Same version detected!
[0:30:31] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:30:33] LOG | Continuing...
[0:30:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:35] LOG | Fetching sources...
[0:30:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:36] LOG | Retrieving playback url...
[0:30:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:36] LOG | Sucessfully retrieved playback url!
[0:30:36] LOG | Request for embed.js intercepted
[0:30:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:37] WARN | Same version detected!
[0:30:37] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:30:39] LOG | Continuing...
[0:30:42] LOG | Request for embed.js intercepted
[0:30:42] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:42] WARN | Same version detected!
[0:30:42] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:30:44] LOG | Continuing...
[0:30:54] LOG | Request for embed.js intercepted
[0:30:54] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:30:54] WARN | Same version detected!
[0:30:54] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[0:30:57] LOG | Continuing...
[0:31:0] WARN | Requests limit for 'embed' reached! (10)
[0:31:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_0-30-2.private.txt')
[0:31:3] LOG | Fetching sources...
