--------------------------------------------
  Created log file: log_2024-1-30_7-30-2
--------------------------------------------

[7:30:2] LOG | Updated logfile.txt to './logs/log_2024-1-30_7-30-2.txt'
[7:30:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:3] LOG | Fetching sources...
[7:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:4] LOG | Retrieving playback url...
[7:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:4] LOG | Sucessfully retrieved playback url!
[7:30:5] LOG | Request for embed.js intercepted
[7:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:5] WARN | Same version detected!
[7:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:30:7] LOG | Continuing...
[7:30:14] LOG | Request for embed.js intercepted
[7:30:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:14] WARN | Same version detected!
[7:30:14] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:30:17] LOG | Continuing...
[7:30:20] LOG | Request for embed.js intercepted
[7:30:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:20] WARN | Same version detected!
[7:30:20] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:30:22] LOG | Continuing...
[7:30:26] LOG | Request for embed.js intercepted
[7:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:26] WARN | Same version detected!
[7:30:26] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:30:28] LOG | Continuing...
[7:30:32] WARN | Requests limit for 'embed' reached! (10)
[7:30:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:35] LOG | Fetching sources...
[7:30:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:35] LOG | Retrieving playback url...
[7:30:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:35] LOG | Sucessfully retrieved playback url!
[7:30:36] LOG | Request for embed.js intercepted
[7:30:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:36] WARN | Same version detected!
[7:30:36] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:30:38] LOG | Continuing...
[7:30:48] LOG | Request for embed.js intercepted
[7:30:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:48] WARN | Same version detected!
[7:30:48] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:30:50] LOG | Continuing...
[7:30:53] LOG | Request for embed.js intercepted
[7:30:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:53] WARN | Same version detected!
[7:30:53] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:30:56] LOG | Continuing...
[7:30:58] LOG | Request for embed.js intercepted
[7:30:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:30:58] WARN | Same version detected!
[7:30:58] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:31:0] LOG | Continuing...
[7:31:5] WARN | Requests limit for 'embed' reached! (10)
[7:31:7] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:31:7] LOG | Fetching sources...
[7:31:7] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:31:7] LOG | Retrieving playback url...
[7:31:7] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:31:7] LOG | Sucessfully retrieved playback url!
[7:31:12] LOG | Request for embed.js intercepted
[7:31:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:31:12] WARN | Same version detected!
[7:31:12] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:31:15] LOG | Continuing...
[7:31:18] LOG | Request for embed.js intercepted
[7:31:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:31:18] WARN | Same version detected!
[7:31:18] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:31:20] LOG | Continuing...
[7:31:22] LOG | Request for embed.js intercepted
[7:31:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:31:22] WARN | Same version detected!
[7:31:22] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:31:25] LOG | Continuing...
[7:31:31] LOG | Request for embed.js intercepted
[7:31:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:31:32] WARN | Same version detected!
[7:31:32] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:31:34] LOG | Continuing...
[7:31:39] WARN | Requests limit for 'embed' reached! (10)
[7:31:39] LOG | Request for embed.js intercepted
[7:31:39] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_7-30-2.private.txt')
[7:31:39] WARN | Same version detected!
[7:31:39] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:31:42] LOG | Continuing...
