--------------------------------------------
  Created log file: log_2024-2-14_7-30-3
--------------------------------------------

[7:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-14_7-30-3.txt'
[7:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:4] LOG | Fetching sources...
[7:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:4] LOG | Retrieving playback url...
[7:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:5] LOG | Sucessfully retrieved playback url!
[7:30:5] LOG | Request for embed.js intercepted
[7:30:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:6] WARN | Same version detected!
[7:30:6] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:30:8] LOG | Continuing...
[7:30:9] LOG | Request for embed.js intercepted
[7:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:9] WARN | Same version detected!
[7:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:30:12] LOG | Continuing...
[7:30:18] LOG | Request for embed.js intercepted
[7:30:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:18] WARN | Same version detected!
[7:30:18] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:30:20] LOG | Continuing...
[7:30:26] WARN | Requests limit for 'embed' reached! (10)
[7:30:26] LOG | Request for embed.js intercepted
[7:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:26] WARN | Same version detected!
[7:30:26] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:30:29] LOG | Continuing...
[7:30:30] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:30] LOG | Fetching sources...
[7:30:30] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:30] LOG | Retrieving playback url...
[7:30:30] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:30] LOG | Sucessfully retrieved playback url!
[7:30:45] WARN | Requests limit for 'embed' reached! (10)
[7:30:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:46] LOG | Fetching sources...
[7:30:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:46] LOG | Retrieving playback url...
[7:30:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:30:46] LOG | Sucessfully retrieved playback url!
[7:31:0] WARN | Requests limit for 'embed' reached! (10)
[7:31:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:2] LOG | Fetching sources...
[7:31:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:2] LOG | Retrieving playback url...
[7:31:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:2] LOG | Sucessfully retrieved playback url!
[7:31:3] LOG | Request for embed.js intercepted
[7:31:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:3] WARN | Same version detected!
[7:31:3] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:31:6] LOG | Continuing...
[7:31:10] LOG | Request for embed.js intercepted
[7:31:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:10] WARN | Same version detected!
[7:31:10] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:31:13] LOG | Continuing...
[7:31:18] LOG | Request for embed.js intercepted
[7:31:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:18] WARN | Same version detected!
[7:31:18] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:31:21] LOG | Continuing...
[7:31:24] WARN | Requests limit for 'embed' reached! (10)
[7:31:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:25] LOG | Fetching sources...
[7:31:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:25] LOG | Retrieving playback url...
[7:31:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:26] LOG | Sucessfully retrieved playback url!
[7:31:26] LOG | Request for embed.js intercepted
[7:31:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:26] WARN | Same version detected!
[7:31:26] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:31:29] LOG | Continuing...
[7:31:33] LOG | Request for embed.js intercepted
[7:31:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:33] WARN | Same version detected!
[7:31:33] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:31:36] LOG | Continuing...
[7:31:44] WARN | Requests limit for 'embed' reached! (10)
[7:31:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:46] LOG | Fetching sources...
[7:31:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:46] LOG | Retrieving playback url...
[7:31:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:31:46] LOG | Sucessfully retrieved playback url!
[7:32:0] WARN | Requests limit for 'embed' reached! (10)
[7:32:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:2] LOG | Fetching sources...
[7:32:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:2] LOG | Retrieving playback url...
[7:32:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:2] LOG | Sucessfully retrieved playback url!
[7:32:11] LOG | Request for embed.js intercepted
[7:32:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:11] WARN | Same version detected!
[7:32:11] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:32:13] LOG | Continuing...
[7:32:19] WARN | Requests limit for 'embed' reached! (10)
[7:32:19] LOG | Request for embed.js intercepted
[7:32:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:19] WARN | Same version detected!
[7:32:19] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:32:22] LOG | Continuing...
[7:32:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:23] LOG | Fetching sources...
[7:32:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:23] LOG | Retrieving playback url...
[7:32:23] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:23] LOG | Sucessfully retrieved playback url!
[7:32:33] LOG | Request for embed.js intercepted
[7:32:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:33] WARN | Same version detected!
[7:32:33] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:32:35] LOG | Continuing...
[7:32:40] WARN | Requests limit for 'embed' reached! (10)
[7:32:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:41] LOG | Fetching sources...
[7:32:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:41] LOG | Retrieving playback url...
[7:32:42] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:42] LOG | Sucessfully retrieved playback url!
[7:32:42] LOG | Request for embed.js intercepted
[7:32:42] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:42] WARN | Same version detected!
[7:32:42] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:32:45] LOG | Continuing...
[7:32:54] LOG | Request for embed.js intercepted
[7:32:54] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:32:54] WARN | Same version detected!
[7:32:54] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:32:56] LOG | Continuing...
[7:33:0] WARN | Requests limit for 'embed' reached! (10)
[7:33:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:33:2] LOG | Fetching sources...
[7:33:2] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_7-30-3.private.txt')
[7:33:2] LOG | Retrieving playback url...
