--------------------------------------------
  Created log file: log_2024-2-13_21-30-3
--------------------------------------------

[21:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-13_21-30-3.txt'
[21:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:4] LOG | Fetching sources...
[21:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:4] LOG | Retrieving playback url...
[21:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:4] LOG | Sucessfully retrieved playback url!
[21:30:5] LOG | Request for embed.js intercepted
[21:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:5] WARN | Same version detected!
[21:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:30:8] LOG | Continuing...
[21:30:9] LOG | Request for embed.js intercepted
[21:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:9] WARN | Same version detected!
[21:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:30:12] LOG | Continuing...
[21:30:23] WARN | Requests limit for 'embed' reached! (10)
[21:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:25] LOG | Fetching sources...
[21:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:25] LOG | Retrieving playback url...
[21:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:25] LOG | Sucessfully retrieved playback url!
[21:30:31] LOG | Request for embed.js intercepted
[21:30:31] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:31] WARN | Same version detected!
[21:30:31] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:30:33] LOG | Continuing...
[21:30:42] WARN | Requests limit for 'embed' reached! (10)
[21:30:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:44] LOG | Fetching sources...
[21:30:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:44] LOG | Retrieving playback url...
[21:30:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:30:44] LOG | Sucessfully retrieved playback url!
[21:30:58] WARN | Requests limit for 'embed' reached! (10)
[21:31:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:31:0] LOG | Fetching sources...
[21:31:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:31:0] LOG | Retrieving playback url...
[21:31:0] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:31:0] LOG | Sucessfully retrieved playback url!
[21:31:14] WARN | Requests limit for 'embed' reached! (10)
[21:31:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-13_21-30-3.private.txt')
[21:31:16] LOG | Fetching sources...
