--------------------------------------------
  Created log file: log_2024-2-16_19-0-3
--------------------------------------------

[19:0:3] LOG | Updated logfile.txt to './logs/log_2024-2-16_19-0-3.txt'
[19:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_19-0-3.private.txt')
[19:0:4] LOG | Fetching sources...
[19:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_19-0-3.private.txt')
[19:0:4] LOG | Retrieving playback url...
[19:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_19-0-3.private.txt')
[19:0:4] LOG | Sucessfully retrieved playback url!
[19:0:5] LOG | Request for embed.js intercepted
[19:0:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_19-0-3.private.txt')
[19:0:5] WARN | Same version detected!
[19:0:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:0:8] LOG | Continuing...
[19:0:9] LOG | Request for embed.js intercepted
[19:0:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_19-0-3.private.txt')
[19:0:9] WARN | Same version detected!
[19:0:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:0:12] LOG | Continuing...
[19:0:13] LOG | Request for embed.js intercepted
[19:0:13] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_19-0-3.private.txt')
[19:0:13] CRITICAL | Surpressed due to logging rules. (see './logs/log_2024-2-16_19-0-3.private.txt')
[19:0:13] ERROR | Failed to patch embed.js!
[19:0:13] LOG | Routine for 'request' sleeping for '2.5' second(s)...
[19:0:15] LOG | Continuing...
[19:5:3] ERROR | Process timeout reached! (300000 ms)
[19:5:3] WARN | Killing process...
