--------------------------------------------
  Created log file: log_2024-2-14_17-30-3
--------------------------------------------

[17:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-14_17-30-3.txt'
[17:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:4] LOG | Fetching sources...
[17:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:4] LOG | Retrieving playback url...
[17:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:4] LOG | Sucessfully retrieved playback url!
[17:30:5] LOG | Request for embed.js intercepted
[17:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:5] WARN | Same version detected!
[17:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[17:30:8] LOG | Continuing...
[17:30:9] LOG | Request for embed.js intercepted
[17:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:9] WARN | Same version detected!
[17:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[17:30:12] LOG | Continuing...
[17:30:22] WARN | Requests limit for 'embed' reached! (10)
[17:30:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:24] LOG | Fetching sources...
[17:30:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:24] LOG | Retrieving playback url...
[17:30:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:24] LOG | Sucessfully retrieved playback url!
[17:30:26] LOG | Request for embed.js intercepted
[17:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:26] WARN | Same version detected!
[17:30:26] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[17:30:29] LOG | Continuing...
[17:30:40] WARN | Requests limit for 'embed' reached! (10)
[17:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:41] LOG | Fetching sources...
[17:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:41] LOG | Retrieving playback url...
[17:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:41] LOG | Sucessfully retrieved playback url!
[17:30:43] LOG | Request for embed.js intercepted
[17:30:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:43] WARN | Same version detected!
[17:30:43] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[17:30:45] LOG | Continuing...
[17:30:57] WARN | Requests limit for 'embed' reached! (10)
[17:30:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:59] LOG | Fetching sources...
[17:30:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:59] LOG | Retrieving playback url...
[17:30:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:30:59] LOG | Sucessfully retrieved playback url!
[17:31:7] LOG | Request for embed.js intercepted
[17:31:7] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:31:7] WARN | Same version detected!
[17:31:7] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[17:31:9] LOG | Continuing...
[17:31:14] WARN | Requests limit for 'embed' reached! (10)
[17:31:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:31:16] LOG | Fetching sources...
[17:31:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:31:16] LOG | Retrieving playback url...
[17:31:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:31:16] LOG | Sucessfully retrieved playback url!
[17:31:17] LOG | Request for embed.js intercepted
[17:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:31:17] WARN | Same version detected!
[17:31:17] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[17:31:19] LOG | Continuing...
[17:31:31] WARN | Requests limit for 'embed' reached! (10)
[17:31:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:31:33] LOG | Fetching sources...
[17:31:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:31:33] LOG | Retrieving playback url...
[17:31:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:31:33] LOG | Sucessfully retrieved playback url!
[17:31:39] LOG | Request for embed.js intercepted
[17:31:39] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:31:39] WARN | Same version detected!
[17:31:39] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[17:31:42] LOG | Continuing...
[17:31:48] WARN | Requests limit for 'embed' reached! (10)
[17:31:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:31:50] LOG | Fetching sources...
[17:31:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
[17:31:50] LOG | Retrieving playback url...
[17:31:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-14_17-30-3.private.txt')
