--------------------------------------------
  Created log file: log_2024-2-16_13-30-3
--------------------------------------------

[13:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-16_13-30-3.txt'
[13:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:4] LOG | Fetching sources...
[13:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:4] LOG | Retrieving playback url...
[13:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:4] LOG | Sucessfully retrieved playback url!
[13:30:5] LOG | Request for embed.js intercepted
[13:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:5] WARN | Same version detected!
[13:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:30:8] LOG | Continuing...
[13:30:9] LOG | Request for embed.js intercepted
[13:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:9] WARN | Same version detected!
[13:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:30:12] LOG | Continuing...
[13:30:23] WARN | Requests limit for 'embed' reached! (10)
[13:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:25] LOG | Fetching sources...
[13:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:25] LOG | Retrieving playback url...
[13:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:25] LOG | Sucessfully retrieved playback url!
[13:30:39] WARN | Requests limit for 'embed' reached! (10)
[13:30:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:40] LOG | Fetching sources...
[13:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:41] LOG | Retrieving playback url...
[13:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:41] LOG | Sucessfully retrieved playback url!
[13:30:41] LOG | Request for embed.js intercepted
[13:30:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:41] WARN | Same version detected!
[13:30:41] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:30:44] LOG | Continuing...
[13:30:57] WARN | Requests limit for 'embed' reached! (10)
[13:30:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:58] LOG | Fetching sources...
[13:30:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:59] LOG | Retrieving playback url...
[13:30:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:30:59] LOG | Sucessfully retrieved playback url!
[13:31:7] LOG | Request for embed.js intercepted
[13:31:7] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:7] WARN | Same version detected!
[13:31:7] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:31:10] LOG | Continuing...
[13:31:15] WARN | Requests limit for 'embed' reached! (10)
[13:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:17] LOG | Fetching sources...
[13:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:17] LOG | Retrieving playback url...
[13:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:17] LOG | Sucessfully retrieved playback url!
[13:31:27] LOG | Request for embed.js intercepted
[13:31:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:27] WARN | Same version detected!
[13:31:27] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:31:29] LOG | Continuing...
[13:31:33] WARN | Requests limit for 'embed' reached! (10)
[13:31:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:35] LOG | Fetching sources...
[13:31:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:35] LOG | Retrieving playback url...
[13:31:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:35] LOG | Sucessfully retrieved playback url!
[13:31:36] LOG | Request for embed.js intercepted
[13:31:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:36] WARN | Same version detected!
[13:31:36] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:31:39] LOG | Continuing...
[13:31:43] LOG | Request for embed.js intercepted
[13:31:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:43] WARN | Same version detected!
[13:31:43] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:31:45] LOG | Continuing...
[13:31:54] WARN | Requests limit for 'embed' reached! (10)
[13:31:55] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:55] LOG | Fetching sources...
[13:31:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:56] LOG | Retrieving playback url...
[13:31:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:56] LOG | Sucessfully retrieved playback url!
[13:31:57] LOG | Request for embed.js intercepted
[13:31:57] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:31:57] WARN | Same version detected!
[13:31:57] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:31:59] LOG | Continuing...
[13:32:12] WARN | Requests limit for 'embed' reached! (10)
[13:32:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:32:14] LOG | Fetching sources...
[13:32:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:32:14] LOG | Retrieving playback url...
[13:32:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:32:14] LOG | Sucessfully retrieved playback url!
[13:32:17] LOG | Request for embed.js intercepted
[13:32:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:32:17] WARN | Same version detected!
[13:32:17] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[13:32:19] LOG | Continuing...
[13:32:30] WARN | Requests limit for 'embed' reached! (10)
[13:32:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:32:32] LOG | Fetching sources...
[13:32:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
[13:32:32] LOG | Retrieving playback url...
[13:32:32] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-16_13-30-3.private.txt')
