--------------------------------------------
  Created log file: log_2024-1-31_16-30-3
--------------------------------------------

[16:30:3] LOG | Updated logfile.txt to './logs/log_2024-1-31_16-30-3.txt'
[16:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:4] LOG | Fetching sources...
[16:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:4] LOG | Retrieving playback url...
[16:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:4] LOG | Sucessfully retrieved playback url!
[16:30:5] LOG | Request for embed.js intercepted
[16:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:5] WARN | Same version detected!
[16:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[16:30:7] LOG | Continuing...
[16:30:9] LOG | Request for embed.js intercepted
[16:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:9] WARN | Same version detected!
[16:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[16:30:11] LOG | Continuing...
[16:30:22] LOG | Request for embed.js intercepted
[16:30:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:22] WARN | Same version detected!
[16:30:22] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[16:30:24] LOG | Continuing...
[16:30:27] WARN | Requests limit for 'embed' reached! (10)
[16:30:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:28] LOG | Fetching sources...
[16:30:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:28] LOG | Retrieving playback url...
[16:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:29] LOG | Sucessfully retrieved playback url!
[16:30:29] LOG | Request for embed.js intercepted
[16:30:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:29] WARN | Same version detected!
[16:30:29] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[16:30:32] LOG | Continuing...
[16:30:36] LOG | Request for embed.js intercepted
[16:30:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:36] WARN | Same version detected!
[16:30:36] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[16:30:39] LOG | Continuing...
[16:30:47] WARN | Requests limit for 'embed' reached! (10)
[16:30:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:48] LOG | Fetching sources...
[16:30:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:48] LOG | Retrieving playback url...
[16:30:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:48] LOG | Sucessfully retrieved playback url!
[16:30:49] LOG | Request for embed.js intercepted
[16:30:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:30:49] WARN | Same version detected!
[16:30:49] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[16:30:52] LOG | Continuing...
[16:31:4] WARN | Requests limit for 'embed' reached! (10)
[16:31:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:31:6] LOG | Fetching sources...
[16:31:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:31:6] LOG | Retrieving playback url...
[16:31:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:31:6] LOG | Sucessfully retrieved playback url!
[16:31:15] LOG | Request for embed.js intercepted
[16:31:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_16-30-3.private.txt')
[16:31:15] WARN | Same version detected!
[16:31:15] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[16:31:17] LOG | Continuing...
[16:31:21] ERROR | Requests limit for 'main' reached! (2000)
[16:31:21] WARN | Killing process...
