--------------------------------------------
  Created log file: log_2024-2-2_9-30-2
--------------------------------------------

[9:30:2] LOG | Updated logfile.txt to './logs/log_2024-2-2_9-30-2.txt'
[9:30:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:3] LOG | Fetching sources...
[9:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:4] LOG | Retrieving playback url...
[9:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:4] LOG | Sucessfully retrieved playback url!
[9:30:5] LOG | Request for embed.js intercepted
[9:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:5] WARN | Same version detected!
[9:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[9:30:7] LOG | Continuing...
[9:30:21] LOG | Request for embed.js intercepted
[9:30:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:21] WARN | Same version detected!
[9:30:21] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[9:30:23] LOG | Continuing...
[9:30:28] WARN | Requests limit for 'embed' reached! (10)
[9:30:28] LOG | Request for embed.js intercepted
[9:30:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:28] WARN | Same version detected!
[9:30:28] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[9:30:30] LOG | Continuing...
[9:30:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:33] LOG | Fetching sources...
[9:30:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:33] LOG | Retrieving playback url...
[9:30:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:33] LOG | Sucessfully retrieved playback url!
[9:30:45] LOG | Request for embed.js intercepted
[9:30:45] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:45] WARN | Same version detected!
[9:30:45] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[9:30:47] LOG | Continuing...
[9:30:55] WARN | Requests limit for 'embed' reached! (10)
[9:30:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:56] LOG | Fetching sources...
[9:30:57] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:57] LOG | Retrieving playback url...
[9:30:57] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:30:57] LOG | Sucessfully retrieved playback url!
[9:31:15] WARN | Requests limit for 'embed' reached! (10)
[9:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:31:17] LOG | Fetching sources...
[9:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:31:17] LOG | Retrieving playback url...
[9:31:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_9-30-2.private.txt')
[9:31:17] LOG | Sucessfully retrieved playback url!
[9:31:24] ERROR | Requests limit for 'main' reached! (2000)
[9:31:24] WARN | Killing process...
