--------------------------------------------
  Created log file: log_2024-2-2_8-30-3
--------------------------------------------

[8:30:3] LOG | Updated logfile.txt to './logs/log_2024-2-2_8-30-3.txt'
[8:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:4] LOG | Fetching sources...
[8:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:4] LOG | Retrieving playback url...
[8:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:4] LOG | Sucessfully retrieved playback url!
[8:30:5] LOG | Request for embed.js intercepted
[8:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:5] WARN | Same version detected!
[8:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:8] LOG | Continuing...
[8:30:9] LOG | Request for embed.js intercepted
[8:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:9] WARN | Same version detected!
[8:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:12] LOG | Continuing...
[8:30:19] LOG | Request for embed.js intercepted
[8:30:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:19] WARN | Same version detected!
[8:30:19] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:22] LOG | Continuing...
[8:30:28] LOG | Request for embed.js intercepted
[8:30:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:28] WARN | Same version detected!
[8:30:28] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:30] LOG | Continuing...
[8:30:33] WARN | Requests limit for 'embed' reached! (10)
[8:30:33] LOG | Request for embed.js intercepted
[8:30:33] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:33] WARN | Same version detected!
[8:30:33] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:36] LOG | Continuing...
[8:30:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:37] LOG | Fetching sources...
[8:30:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:37] LOG | Retrieving playback url...
[8:30:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:37] LOG | Sucessfully retrieved playback url!
[8:30:44] LOG | Request for embed.js intercepted
[8:30:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:44] WARN | Same version detected!
[8:30:44] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:47] LOG | Continuing...
[8:30:50] LOG | Request for embed.js intercepted
[8:30:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:50] WARN | Same version detected!
[8:30:50] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:52] LOG | Continuing...
[8:30:57] LOG | Request for embed.js intercepted
[8:30:57] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:30:57] WARN | Same version detected!
[8:30:57] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:30:59] LOG | Continuing...
[8:31:7] WARN | Requests limit for 'embed' reached! (10)
[8:31:8] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:31:8] LOG | Fetching sources...
[8:31:8] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:31:8] LOG | Retrieving playback url...
[8:31:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:31:9] LOG | Sucessfully retrieved playback url!
[8:31:12] LOG | Request for embed.js intercepted
[8:31:12] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:31:12] WARN | Same version detected!
[8:31:12] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:31:15] LOG | Continuing...
[8:31:18] LOG | Request for embed.js intercepted
[8:31:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:31:18] WARN | Same version detected!
[8:31:18] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[8:31:20] LOG | Continuing...
[8:31:32] WARN | Requests limit for 'embed' reached! (10)
[8:31:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:31:34] LOG | Fetching sources...
[8:31:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:31:34] LOG | Retrieving playback url...
[8:31:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-2_8-30-3.private.txt')
[8:31:34] LOG | Sucessfully retrieved playback url!
[8:31:39] ERROR | Requests limit for 'main' reached! (2000)
[8:31:39] WARN | Killing process...
