--------------------------------------------
  Created log file: log_2024-2-7_18-30-4
--------------------------------------------

[18:30:4] LOG | Updated logfile.txt to './logs/log_2024-2-7_18-30-4.txt'
[18:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-7_18-30-4.private.txt')
[18:30:5] LOG | Fetching sources...
[18:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-7_18-30-4.private.txt')
[18:30:5] LOG | Retrieving playback url...
[18:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-7_18-30-4.private.txt')
[18:30:5] LOG | Sucessfully retrieved playback url!
[18:30:6] LOG | Request for embed.js intercepted
[18:30:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-7_18-30-4.private.txt')
[18:30:6] ERROR | Could not retrieve keys, patchEmbedJs failed?
[18:30:6] LOG | Extracted keys sucessfully!
[18:30:6] LOG | Key 1: 'PXkH8DM3fiHgOtSa' - Key 2: 'zjJ2mbmAbsrr5rgT'
[18:30:6] LOG | Bumped version to '65c3c529'
[18:30:6] WARN | Killing process...
