--------------------------------------------
  Created log file: log_2024-1-31_19-30-3
--------------------------------------------

[19:30:3] LOG | Updated logfile.txt to './logs/log_2024-1-31_19-30-3.txt'
[19:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:4] LOG | Fetching sources...
[19:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:4] LOG | Retrieving playback url...
[19:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:4] LOG | Sucessfully retrieved playback url!
[19:30:5] LOG | Request for embed.js intercepted
[19:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:5] WARN | Same version detected!
[19:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:30:8] LOG | Continuing...
[19:30:9] LOG | Request for embed.js intercepted
[19:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:9] WARN | Same version detected!
[19:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:30:12] LOG | Continuing...
[19:30:24] WARN | Requests limit for 'embed' reached! (10)
[19:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:25] LOG | Fetching sources...
[19:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:26] LOG | Retrieving playback url...
[19:30:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:26] LOG | Sucessfully retrieved playback url!
[19:30:39] LOG | Request for embed.js intercepted
[19:30:39] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:39] WARN | Same version detected!
[19:30:39] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:30:41] LOG | Continuing...
[19:30:44] LOG | Request for embed.js intercepted
[19:30:44] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:44] WARN | Same version detected!
[19:30:44] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:30:47] LOG | Continuing...
[19:30:48] WARN | Requests limit for 'embed' reached! (10)
[19:30:49] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:49] LOG | Fetching sources...
[19:30:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:50] LOG | Retrieving playback url...
[19:30:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:50] LOG | Sucessfully retrieved playback url!
[19:30:58] LOG | Request for embed.js intercepted
[19:30:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:30:58] WARN | Same version detected!
[19:30:58] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:31:0] LOG | Continuing...
[19:31:5] LOG | Request for embed.js intercepted
[19:31:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:31:5] WARN | Same version detected!
[19:31:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[19:31:7] LOG | Continuing...
[19:31:8] WARN | Requests limit for 'embed' reached! (10)
[19:31:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:31:10] LOG | Fetching sources...
[19:31:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:31:10] LOG | Retrieving playback url...
[19:31:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-31_19-30-3.private.txt')
[19:31:10] LOG | Sucessfully retrieved playback url!
[19:31:17] ERROR | Requests limit for 'main' reached! (2000)
[19:31:17] WARN | Killing process...
