--------------------------------------------
  Created log file: log_2024-1-30_22-30-3
--------------------------------------------

[22:30:3] LOG | Updated logfile.txt to './logs/log_2024-1-30_22-30-3.txt'
[22:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:4] LOG | Fetching sources...
[22:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:4] LOG | Retrieving playback url...
[22:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:4] LOG | Sucessfully retrieved playback url!
[22:30:5] LOG | Request for embed.js intercepted
[22:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:5] WARN | Same version detected!
[22:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[22:30:8] LOG | Continuing...
[22:30:9] LOG | Request for embed.js intercepted
[22:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:9] WARN | Same version detected!
[22:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[22:30:12] LOG | Continuing...
[22:30:17] LOG | Request for embed.js intercepted
[22:30:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:17] WARN | Same version detected!
[22:30:17] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[22:30:19] LOG | Continuing...
[22:30:25] LOG | Request for embed.js intercepted
[22:30:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:25] WARN | Same version detected!
[22:30:25] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[22:30:28] LOG | Continuing...
[22:30:32] WARN | Requests limit for 'embed' reached! (10)
[22:30:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:34] LOG | Fetching sources...
[22:30:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:34] LOG | Retrieving playback url...
[22:30:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:34] LOG | Sucessfully retrieved playback url!
[22:30:35] LOG | Request for embed.js intercepted
[22:30:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:35] WARN | Same version detected!
[22:30:35] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[22:30:38] LOG | Continuing...
[22:30:42] LOG | Request for embed.js intercepted
[22:30:42] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:42] WARN | Same version detected!
[22:30:42] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[22:30:45] LOG | Continuing...
[22:30:50] LOG | Request for embed.js intercepted
[22:30:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-30_22-30-3.private.txt')
[22:30:50] WARN | Same version detected!
