--------------------------------------------
  Created log file: log_2024-2-20_1-30-4
--------------------------------------------

[1:30:4] LOG | Updated logfile.txt to './logs/log_2024-2-20_1-30-4.txt'
[1:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:5] LOG | Fetching sources...
[1:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:5] LOG | Retrieving playback url...
[1:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:5] LOG | Sucessfully retrieved playback url!
[1:30:6] LOG | Request for embed.js intercepted
[1:30:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:6] WARN | Same version detected!
[1:30:6] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:30:9] LOG | Continuing...
[1:30:16] LOG | Request for embed.js intercepted
[1:30:16] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:16] WARN | Same version detected!
[1:30:16] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:30:19] LOG | Continuing...
[1:30:24] WARN | Requests limit for 'embed' reached! (10)
[1:30:24] LOG | Request for embed.js intercepted
[1:30:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:24] WARN | Same version detected!
[1:30:24] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:30:27] LOG | Continuing...
[1:30:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:28] LOG | Fetching sources...
[1:30:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:28] LOG | Retrieving playback url...
[1:30:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:28] LOG | Sucessfully retrieved playback url!
[1:30:37] LOG | Request for embed.js intercepted
[1:30:37] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:37] WARN | Same version detected!
[1:30:37] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:30:39] LOG | Continuing...
[1:30:45] WARN | Requests limit for 'embed' reached! (10)
[1:30:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:46] LOG | Fetching sources...
[1:30:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:46] LOG | Retrieving playback url...
[1:30:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:46] LOG | Sucessfully retrieved playback url!
[1:30:54] LOG | Request for embed.js intercepted
[1:30:54] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:30:54] WARN | Same version detected!
[1:30:54] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[1:30:57] LOG | Continuing...
[1:31:3] WARN | Requests limit for 'embed' reached! (10)
[1:31:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:31:4] LOG | Fetching sources...
[1:31:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:31:4] LOG | Retrieving playback url...
[1:31:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-20_1-30-4.private.txt')
[1:31:4] LOG | Sucessfully retrieved playback url!
