--------------------------------------------
  Created log file: log_2024-2-22_11-10-3
--------------------------------------------

[11:10:3] LOG | Updated logfile.txt to './logs/log_2024-2-22_11-10-3.txt'
[11:10:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:4] LOG | Fetching sources...
[11:10:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:4] LOG | Retrieving playback url...
[11:10:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:4] LOG | Sucessfully retrieved playback url!
[11:10:5] LOG | Request for embed.js intercepted
[11:10:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:5] WARN | Same version detected!
[11:10:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:10:8] LOG | Continuing...
[11:10:15] LOG | Request for embed.js intercepted
[11:10:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:15] WARN | Same version detected!
[11:10:15] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:10:18] LOG | Continuing...
[11:10:22] LOG | Request for embed.js intercepted
[11:10:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:22] WARN | Same version detected!
[11:10:22] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:10:24] LOG | Continuing...
[11:10:26] WARN | Requests limit for 'embed' reached! (10)
[11:10:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:27] LOG | Fetching sources...
[11:10:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:27] LOG | Retrieving playback url...
[11:10:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:27] LOG | Sucessfully retrieved playback url!
[11:10:34] LOG | Request for embed.js intercepted
[11:10:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:34] WARN | Same version detected!
[11:10:34] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:10:37] LOG | Continuing...
[11:10:44] WARN | Requests limit for 'embed' reached! (10)
[11:10:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:46] LOG | Fetching sources...
[11:10:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:46] LOG | Retrieving playback url...
[11:10:46] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:46] LOG | Sucessfully retrieved playback url!
[11:10:52] LOG | Request for embed.js intercepted
[11:10:52] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:52] WARN | Same version detected!
[11:10:52] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:10:55] LOG | Continuing...
[11:10:59] LOG | Request for embed.js intercepted
[11:10:59] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:10:59] WARN | Same version detected!
[11:10:59] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:11:2] LOG | Continuing...
[11:11:4] WARN | Requests limit for 'embed' reached! (10)
[11:11:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:6] LOG | Fetching sources...
[11:11:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:6] LOG | Retrieving playback url...
[11:11:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:6] LOG | Sucessfully retrieved playback url!
[11:11:7] LOG | Request for embed.js intercepted
[11:11:7] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:7] WARN | Same version detected!
[11:11:7] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:11:10] LOG | Continuing...
[11:11:18] LOG | Request for embed.js intercepted
[11:11:18] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:18] WARN | Same version detected!
[11:11:18] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:11:21] LOG | Continuing...
[11:11:25] WARN | Requests limit for 'embed' reached! (10)
[11:11:25] LOG | Request for embed.js intercepted
[11:11:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:25] WARN | Same version detected!
[11:11:25] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:11:28] LOG | Continuing...
[11:11:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:29] LOG | Fetching sources...
[11:11:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:29] LOG | Retrieving playback url...
[11:11:29] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:29] LOG | Sucessfully retrieved playback url!
[11:11:43] WARN | Requests limit for 'embed' reached! (10)
[11:11:45] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:45] LOG | Fetching sources...
[11:11:45] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:45] LOG | Retrieving playback url...
[11:11:45] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:11:45] LOG | Sucessfully retrieved playback url!
[11:11:59] WARN | Requests limit for 'embed' reached! (10)
[11:12:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:1] LOG | Fetching sources...
[11:12:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:1] LOG | Retrieving playback url...
[11:12:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:1] LOG | Sucessfully retrieved playback url!
[11:12:14] LOG | Request for embed.js intercepted
[11:12:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:14] WARN | Same version detected!
[11:12:14] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:12:16] LOG | Continuing...
[11:12:18] WARN | Requests limit for 'embed' reached! (10)
[11:12:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:19] LOG | Fetching sources...
[11:12:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:19] LOG | Retrieving playback url...
[11:12:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:19] LOG | Sucessfully retrieved playback url!
[11:12:33] WARN | Requests limit for 'embed' reached! (10)
[11:12:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:35] LOG | Fetching sources...
[11:12:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:35] LOG | Retrieving playback url...
[11:12:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:35] LOG | Sucessfully retrieved playback url!
[11:12:43] LOG | Request for embed.js intercepted
[11:12:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:43] WARN | Same version detected!
[11:12:43] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:12:46] LOG | Continuing...
[11:12:50] LOG | Request for embed.js intercepted
[11:12:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:50] WARN | Same version detected!
[11:12:50] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:12:53] LOG | Continuing...
[11:12:54] WARN | Requests limit for 'embed' reached! (10)
[11:12:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:56] LOG | Fetching sources...
[11:12:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:56] LOG | Retrieving playback url...
[11:12:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:12:56] LOG | Sucessfully retrieved playback url!
[11:13:8] LOG | Request for embed.js intercepted
[11:13:8] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:13:8] WARN | Same version detected!
[11:13:8] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:13:11] LOG | Continuing...
[11:13:12] WARN | Requests limit for 'embed' reached! (10)
[11:13:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:13:14] LOG | Fetching sources...
[11:13:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:13:14] LOG | Retrieving playback url...
[11:13:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:13:14] LOG | Sucessfully retrieved playback url!
[11:13:25] LOG | Request for embed.js intercepted
[11:13:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-22_11-10-3.private.txt')
[11:13:25] WARN | Same version detected!
[11:13:25] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[11:13:28] LOG | Continuing...
[11:13:28] ERROR | Requests limit for 'main' reached! (2000)
[11:13:28] WARN | Killing process...
