--------------------------------------------
  Created log file: log_2024-2-3_17-0-3
--------------------------------------------

[17:0:3] LOG | Updated logfile.txt to './logs/log_2024-2-3_17-0-3.txt'
[17:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-3_17-0-3.private.txt')
[17:0:4] LOG | Fetching sources...
[17:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-3_17-0-3.private.txt')
[17:0:4] LOG | Retrieving playback url...
[17:0:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-3_17-0-3.private.txt')
[17:0:4] LOG | Sucessfully retrieved playback url!
[17:0:5] LOG | Request for embed.js intercepted
[17:0:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-3_17-0-3.private.txt')
[17:0:5] WARN | Same version detected!
[17:0:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[17:0:8] LOG | Continuing...
[17:0:9] LOG | Request for embed.js intercepted
[17:0:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-3_17-0-3.private.txt')
[17:0:9] WARN | Same version detected!
[17:0:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[17:0:12] LOG | Continuing...
[17:0:13] LOG | Request for embed.js intercepted
[17:0:13] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-3_17-0-3.private.txt')
[17:0:14] LOG | Extracted keys sucessfully!
[17:0:14] LOG | Extracted keys sucessfully!
[17:0:14] LOG | Key 1: 'sUNKxJSb03tf88M9' - Key 2: 'H9m444JkxJqS7H4G'
[17:0:14] LOG | Key 1: 'sUNKxJSb03tf88M9' - Key 2: 'H9m444JkxJqS7H4G'
[17:0:14] LOG | Bumped version to '65be711a'
[17:0:14] LOG | Bumped version to '65be711a'
[17:0:14] WARN | Killing process...
[17:0:14] WARN | Killing process...
