--------------------------------------------
  Created log file: log_2024-1-28_21-23-21
--------------------------------------------

[21:23:21] LOG | Updated logfile.txt to './logs/log_2024-1-28_21-23-21.txt'
[21:23:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:23:25] LOG | Fetching sources...
[21:23:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:23:25] LOG | Retrieving playback url...
[21:23:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:23:25] LOG | Sucessfully retrieved playback url!
[21:23:26] LOG | Request for embed.js intercepted
[21:23:26] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:23:26] WARN | Same version detected!
[21:23:26] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:23:29] LOG | Continuing...
[21:23:30] LOG | Request for embed.js intercepted
[21:23:30] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:23:30] WARN | Same version detected!
[21:23:30] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:23:33] LOG | Continuing...
[21:23:41] LOG | Request for embed.js intercepted
[21:23:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:23:41] WARN | Same version detected!
[21:23:41] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:23:44] LOG | Continuing...
[21:23:51] WARN | Requests limit for 'embed' reached! (10)
[21:23:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:23:53] LOG | Fetching sources...
[21:23:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:23:53] LOG | Retrieving playback url...
[21:23:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:23:53] LOG | Sucessfully retrieved playback url!
[21:23:58] LOG | Request for embed.js intercepted
[21:23:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:23:58] WARN | Same version detected!
[21:23:58] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:24:1] LOG | Continuing...
[21:24:4] LOG | Request for embed.js intercepted
[21:24:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:24:4] WARN | Same version detected!
[21:24:4] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:24:6] LOG | Continuing...
[21:24:9] LOG | Request for embed.js intercepted
[21:24:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:24:9] WARN | Same version detected!
[21:24:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:24:12] LOG | Continuing...
[21:24:19] WARN | Requests limit for 'embed' reached! (10)
[21:24:19] LOG | Request for embed.js intercepted
[21:24:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:24:19] WARN | Same version detected!
[21:24:19] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:24:21] LOG | Continuing...
[21:24:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:24:24] LOG | Fetching sources...
[21:24:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:24:24] LOG | Retrieving playback url...
[21:24:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:24:24] LOG | Sucessfully retrieved playback url!
[21:24:35] LOG | Request for embed.js intercepted
[21:24:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:24:35] WARN | Same version detected!
[21:24:35] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:24:37] LOG | Continuing...
[21:24:43] LOG | Request for embed.js intercepted
[21:24:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:24:43] WARN | Same version detected!
[21:24:43] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[21:24:45] LOG | Continuing...
[21:24:49] WARN | Requests limit for 'embed' reached! (10)
[21:24:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:24:53] LOG | Fetching sources...
[21:24:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:24:53] LOG | Retrieving playback url...
[21:24:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-1-28_21-23-21.private.txt')
[21:24:53] LOG | Sucessfully retrieved playback url!
[21:24:59] ERROR | Requests limit for 'main' reached! (2000)
[21:24:59] WARN | Killing process...
