--------------------------------------------
  Created log file: log_2024-2-1_10-30-2
--------------------------------------------

[10:30:2] LOG | Updated logfile.txt to './logs/log_2024-2-1_10-30-2.txt'
[10:30:3] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:3] LOG | Fetching sources...
[10:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:4] LOG | Retrieving playback url...
[10:30:4] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:4] LOG | Sucessfully retrieved playback url!
[10:30:5] LOG | Request for embed.js intercepted
[10:30:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:5] WARN | Same version detected!
[10:30:5] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:30:7] LOG | Continuing...
[10:30:9] LOG | Request for embed.js intercepted
[10:30:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:9] WARN | Same version detected!
[10:30:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:30:11] LOG | Continuing...
[10:30:22] LOG | Request for embed.js intercepted
[10:30:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:22] WARN | Same version detected!
[10:30:22] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:30:24] LOG | Continuing...
[10:30:26] WARN | Requests limit for 'embed' reached! (10)
[10:30:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:27] LOG | Fetching sources...
[10:30:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:27] LOG | Retrieving playback url...
[10:30:27] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:27] LOG | Sucessfully retrieved playback url!
[10:30:28] LOG | Request for embed.js intercepted
[10:30:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:28] WARN | Same version detected!
[10:30:28] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:30:31] LOG | Continuing...
[10:30:34] LOG | Request for embed.js intercepted
[10:30:34] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:34] WARN | Same version detected!
[10:30:34] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:30:36] LOG | Continuing...
[10:30:48] WARN | Requests limit for 'embed' reached! (10)
[10:30:48] LOG | Request for embed.js intercepted
[10:30:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:48] WARN | Same version detected!
[10:30:48] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:30:51] LOG | Continuing...
[10:30:53] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:53] LOG | Fetching sources...
[10:30:54] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:54] LOG | Retrieving playback url...
[10:30:54] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:30:54] LOG | Sucessfully retrieved playback url!
[10:31:9] LOG | Request for embed.js intercepted
[10:31:9] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:31:9] WARN | Same version detected!
[10:31:9] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:31:11] LOG | Continuing...
[10:31:14] LOG | Request for embed.js intercepted
[10:31:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:31:14] WARN | Same version detected!
[10:31:14] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:31:17] LOG | Continuing...
[10:31:18] WARN | Requests limit for 'embed' reached! (10)
[10:31:19] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:31:19] LOG | Fetching sources...
[10:31:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:31:20] LOG | Retrieving playback url...
[10:31:20] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:31:20] LOG | Sucessfully retrieved playback url!
[10:31:21] LOG | Request for embed.js intercepted
[10:31:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:31:21] WARN | Same version detected!
[10:31:21] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:31:23] LOG | Continuing...
[10:31:28] LOG | Request for embed.js intercepted
[10:31:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-1_10-30-2.private.txt')
[10:31:28] WARN | Same version detected!
[10:31:28] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[10:31:31] LOG | Continuing...
[10:31:32] ERROR | Requests limit for 'main' reached! (2000)
[10:31:32] WARN | Killing process...
