--------------------------------------------
  Created log file: log_2024-2-21_7-50-3
--------------------------------------------

[7:50:3] LOG | Updated logfile.txt to './logs/log_2024-2-21_7-50-3.txt'
[7:50:28] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:50:28] WARN | Same version detected!
[7:50:28] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:50:31] LOG | Continuing...
[7:50:40] LOG | Request for embed.js intercepted
[7:50:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:50:40] WARN | Same version detected!
[7:50:40] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:50:42] LOG | Continuing...
[7:50:47] WARN | Requests limit for 'embed' reached! (10)
[7:50:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:50:48] LOG | Fetching sources...
[7:50:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:50:48] LOG | Retrieving playback url...
[7:50:48] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:50:48] LOG | Sucessfully retrieved playback url!
[7:50:58] LOG | Request for embed.js intercepted
[7:50:58] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:50:58] WARN | Same version detected!
[7:50:58] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:51:0] LOG | Continuing...
[7:51:5] WARN | Requests limit for 'embed' reached! (10)
[7:51:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:6] LOG | Fetching sources...
[7:51:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:6] LOG | Retrieving playback url...
[7:51:7] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:7] LOG | Sucessfully retrieved playback url!
[7:51:20] WARN | Requests limit for 'embed' reached! (10)
[7:51:21] LOG | Request for embed.js intercepted
[7:51:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:21] WARN | Same version detected!
[7:51:21] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:51:23] LOG | Continuing...
[7:51:24] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:24] LOG | Fetching sources...
[7:51:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:25] LOG | Retrieving playback url...
[7:51:25] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:25] LOG | Sucessfully retrieved playback url!
[7:51:39] WARN | Requests limit for 'embed' reached! (10)
[7:51:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:40] LOG | Fetching sources...
[7:51:40] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:40] LOG | Retrieving playback url...
[7:51:41] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:41] LOG | Sucessfully retrieved playback url!
[7:51:55] WARN | Requests limit for 'embed' reached! (10)
[7:51:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:56] LOG | Fetching sources...
[7:51:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:56] LOG | Retrieving playback url...
[7:51:56] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:56] LOG | Sucessfully retrieved playback url!
[7:51:57] LOG | Request for embed.js intercepted
[7:51:57] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:51:57] WARN | Same version detected!
[7:51:57] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:52:0] LOG | Continuing...
[7:52:13] WARN | Requests limit for 'embed' reached! (10)
[7:52:14] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:14] LOG | Fetching sources...
[7:52:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:15] LOG | Retrieving playback url...
[7:52:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:15] LOG | Sucessfully retrieved playback url!
[7:52:15] LOG | Request for embed.js intercepted
[7:52:15] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:15] WARN | Same version detected!
[7:52:15] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:52:18] LOG | Continuing...
[7:52:22] LOG | Request for embed.js intercepted
[7:52:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:22] WARN | Same version detected!
[7:52:22] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:52:25] LOG | Continuing...
[7:52:34] WARN | Requests limit for 'embed' reached! (10)
[7:52:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:35] LOG | Fetching sources...
[7:52:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:35] LOG | Retrieving playback url...
[7:52:35] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:35] LOG | Sucessfully retrieved playback url!
[7:52:36] LOG | Request for embed.js intercepted
[7:52:36] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:36] WARN | Same version detected!
[7:52:36] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:52:39] LOG | Continuing...
[7:52:43] LOG | Request for embed.js intercepted
[7:52:43] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:43] WARN | Same version detected!
[7:52:43] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:52:45] LOG | Continuing...
[7:52:50] LOG | Request for embed.js intercepted
[7:52:50] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:50] WARN | Same version detected!
[7:52:50] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:52:52] LOG | Continuing...
[7:52:57] WARN | Requests limit for 'embed' reached! (10)
[7:52:57] LOG | Request for embed.js intercepted
[7:52:57] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:52:57] WARN | Same version detected!
[7:52:57] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:52:59] LOG | Continuing...
[7:53:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:53:1] LOG | Fetching sources...
[7:53:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:53:1] LOG | Retrieving playback url...
[7:53:1] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:53:1] LOG | Sucessfully retrieved playback url!
[7:53:11] LOG | Request for embed.js intercepted
[7:53:11] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:53:11] WARN | Same version detected!
[7:53:11] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:53:13] LOG | Continuing...
[7:53:17] WARN | Requests limit for 'embed' reached! (10)
[7:53:17] LOG | Request for embed.js intercepted
[7:53:17] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:53:17] WARN | Same version detected!
[7:53:17] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[7:53:20] LOG | Continuing...
[7:53:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:53:21] LOG | Fetching sources...
[7:53:21] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:53:21] LOG | Retrieving playback url...
[7:53:22] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-21_7-50-3.private.txt')
[7:53:22] LOG | Sucessfully retrieved playback url!
[7:53:31] ERROR | Requests limit for 'main' reached! (2000)
[7:53:31] WARN | Killing process...
